bus_id,phase,v_re_pu,v_im_pu,v_mag_pu,v_angle_deg
149,c,-0.522868047377309,0.905649094471059,1.04574914644211,119.999587142432
15,c,-0.49298906559175,0.893402120539542,1.02039480975629,118.890394491379
151,a,0.992087184959253,-0.0440717286197435,0.993065607008876,-2.54359193515806
151,b,-0.536036938958312,-0.876413744318079,1.02734446567713,-121.451016550151
151,c,-0.482802746064164,0.885761965217973,1.0087976757675,118.593499726055
152,a,1.00981817014782,-0.0330368157098319,1.01035843538466,-1.87379795501366
152,b,-0.534253281260159,-0.890473962442159,1.03844616919929,-120.962285315589
152,c,-0.494059962587125,0.894376202379548,1.02176515795679,118.916581959953
16,c,-0.492232939851271,0.892714090166981,1.01942714985294,118.871869093611
160,a,0.988915901161328,-0.0608653322450656,0.990787186149994,-3.52197106740006
160,b,-0.545021047637657,-0.872069358630512,1.02837391479475,-122.004329547427
160,c,-0.469672512334386,0.891310252141432,1.00748510381788,117.786816088499
17,c,-0.492636327771533,0.89308127166524,1.01994348335554,118.881753331074
18,a,1.00067101993362,-0.0402854475406841,1.0014816061309,-2.30539337521908
18,b,-0.535961908005682,-0.884666805937554,1.03435512487774,-121.208938238273
18,c,-0.489365418604766,0.888421461420163,1.01428359251156,118.847105101161
19,a,0.999347353147855,-0.0407069108058343,1.00017607691395,-2.33256786191353
197,a,1.03780297079272,-0.0693517851758298,1.04011762618142,-3.82313949901264
197,b,-0.550802798013375,-0.874434982040696,1.03345065683654,-122.206647773579
197,c,-0.480979884267625,0.918860240606572,1.03713344890504,117.629930772984
2,b,-0.526568110301274,-0.90051917083064,1.04317244586874,-120.316464517209
20,a,0.998492466534465,-0.0409983975238799,0.99933381526175,-2.3512609662481
21,a,1.00010859432052,-0.0412081377070409,1.00095719741009,-2.3594613550372
21,b,-0.535974402765268,-0.884726716078141,1.03441283951911,-121.20781069836
21,c,-0.48845510179682,0.887569936463486,1.01309860259756,118.825245621166
22,b,-0.535650593027413,-0.883254754180681,1.03298621413521,-121.234752568522
23,a,0.999674800772819,-0.0421448764619938,1.00056279058946,-2.41407952976383
23,b,-0.535917648625211,-0.885211620743738,1.03479821202384,-121.191211520208
23,c,-0.487667975536661,0.886705809372737,1.01196207771803,118.809790647011
24,c,-0.486550818968384,0.88568607706689,1.0105303194605,118.782151871659
25,a,0.998994892105145,-0.0431207634460088,0.999925094540754,-2.47158929736982
25,b,-0.536011261450816,-0.885689679994609,1.03525566004299,-121.18194106249
25,c,-0.487239625955854,0.885921272886669,1.01106822462915,118.809945945858
250,a,0.998688789724852,-0.0440091563526084,0.999657993798358,-2.52321709829617
250,b,-0.53587816263368,-0.886166634073361,1.03559485733204,-121.16197838566
250,c,-0.486272222482418,0.885030543643245,1.00982163649798,118.786205776986
26,a,0.99873586906063,-0.0435840267763339,0.999686402597501,-2.49875615928411
26,c,-0.483815903922283,0.880062120336521,1.00428440420996,118.79988296536
27,a,0.998375972338724,-0.0438907326767258,0.999340271658354,-2.51722359692492
27,c,-0.483940836573022,0.879950833795397,1.00424708274419,118.809187926308
28,a,0.998613036184944,-0.0435767679886607,0.999563370050569,-2.49864744148462
28,b,-0.53609579955761,-0.88590657905357,1.03548499415188,-121.179729075018
28,c,-0.487139667757717,0.885582778455109,1.01072346039823,118.814227964684
29,a,0.998430564999114,-0.0439397079590118,0.999396963703599,-2.51989119714765
29,b,-0.536076899194912,-0.886096152518904,1.035637404384,-121.173404584244
29,c,-0.48682943534357,0.885241955605813,1.01027531845618,118.808128205866
3,c,-0.511195955466386,0.900226049758816,1.03524308524595,119.590201451097
30,a,0.998688786991793,-0.044009154532233,0.999657990987808,-2.52321700095805
30,b,-0.535878159668504,-0.886166632152774,1.03559485415422,-121.161978300264
30,c,-0.486272222085579,0.885030540046021,1.00982163315419,118.786205855536
300,a,1.03404240706654,-0.0718619428562044,1.03653646266932,-3.97544293330741
300,b,-0.552012525355719,-0.873941055895489,1.03367828521708,-122.277975980191
300,c,-0.481740423030513,0.917981376873449,1.03670808015955,117.68969594009
31,c,-0.483355662242235,0.879642062133373,1.00369460180669,118.788411789567
32,c,-0.483048794458165,0.879361942955552,1.00330133287365,118.780757054439
33,a,0.997060771191054,-0.0443391836386303,0.998046163588558,-2.54625947399457
34,c,-0.493291484855547,0.893677253980545,1.02078181964277,118.897795425788
35,a,0.997852481576835,-0.0416873434480141,0.998722889290518,-2.39225813748482
35,b,-0.535967232405566,-0.881700159048583,1.03182171167251,-121.294549897676
35,c,-0.487894392194229,0.888019769811451,1.01322260609925,118.785202968495
36,a,0.996900004081763,-0.0419911075012264,0.997783980251938,-2.41196895742074
36,b,-0.536449672503828,-0.880872770719915,1.0313656428858,-121.341327228871
37,a,0.996102591733749,-0.0422258007877883,0.996997187313415,-2.42737300050241
38,b,-0.536309209665367,-0.880202834437062,1.03072042675157,-121.354028577137
39,b,-0.536214091397685,-0.879774960370408,1.03030555308035,-121.361892198363
4,c,-0.510794214094877,0.899869465793941,1.03473464454471,119.580607218671
40,a,0.996320821548987,-0.042263280950233,0.997216809108595,-2.42899347210511
40,b,-0.536083443101559,-0.880294308178963,1.03068109858477,-121.340665046898
40,c,-0.486696419966114,0.887484336040696,1.01217678886913,118.740364163099
41,c,-0.486367012015711,0.887183131197314,1.01175430745718,118.732209669208
42,a,0.994718326023006,-0.0428140336521101,0.995639286892384,-2.46456733999418
42,b,-0.536277515842669,-0.878862722491426,1.02955974036645,-121.391327259284
42,c,-0.485694688442424,0.887025228554798,1.01129277979914,118.703109003629
43,b,-0.535966113798107,-0.877468322352326,1.02820733895049,-121.416987791442
44,a,0.993612856980407,-0.0433017849350945,0.994555958272501,-2.49537898413087
44,b,-0.536328385951983,-0.878006959870022,1.02885584955234,-121.418568801451
44,c,-0.484818596524112,0.886562845344957,1.01046660028017,118.67212864938
45,a,0.993081393205921,-0.0434700467608298,0.994032342782267,-2.50640210124243
450,a,1.03808908086047,-0.069396161023037,1.04040605869366,-3.82452728739885
450,b,-0.550263114286382,-0.873425906222293,1.03230921172117,-122.211152821236
450,c,-0.47945677155505,0.918580775779554,1.03618021474151,117.562480867805
46,a,0.992678750130494,-0.0435878958697044,0.99363524777807,-2.51420643448188
47,a,0.992565240446811,-0.0436391128223526,0.993524095687245,-2.51744438875337
47,b,-0.536254963281742,-0.876800708656474,1.02778833829967,-121.450129478681
47,c,-0.483607363537425,0.886083800579202,1.00946549406926,118.624856332063
48,a,0.992282732124542,-0.043760639662601,0.993247206920928,-2.52516374118886
48,b,-0.53620366562092,-0.876492756975891,1.0274988681534,-121.456648878341
48,c,-0.483346943784085,0.885973883090349,1.00924426655969,118.614868527282
49,a,0.992285734574722,-0.0437598261052142,0.993250170612245,-2.52510922585395
49,b,-0.536094108824938,-0.876255023371714,1.02723890088965,-121.458355987765
49,c,-0.483081849837763,0.886011134875926,1.00915004076044,118.600642911024
5,c,-0.510158346318366,0.899308910451618,1.03393329317513,119.565297434898
50,a,0.992257424299883,-0.0439412111007008,0.99322989590086,-2.53563444977374
50,b,-0.535973296888355,-0.876359520905709,1.02726500225573,-121.449566394111
50,c,-0.482743354168942,0.885810270977333,1.00881166833221,118.589224909448
51,a,0.992087165531678,-0.0440717190468509,0.993065587175603,-2.54359143313044
51,b,-0.53603691962304,-0.876413732115293,1.02734444517855,-121.451015985326
51,c,-0.48280274631532,0.8857619449339,1.00879765807753,118.593500289945
52,a,1.00365476099436,-0.0394911412710926,1.004431396117,-2.25327392762042
52,b,-0.537442788517234,-0.887180898646329,1.03727272105849,-121.206942482355
52,c,-0.488673027966208,0.893682487207446,1.01856257353338,118.670205896004
53,a,1.00084218604559,-0.0425066522035032,1.00174442691241,-2.43194087212399
53,b,-0.538926868252947,-0.885427833199346,1.03654455626809,-121.327313951991
53,c,-0.485885996269084,0.893412581224854,1.01699126921585,118.539734920437
54,a,0.999253399508738,-0.0442592372114529,1.00023309108843,-2.53610460750307
54,b,-0.539784856135732,-0.884265623222064,1.03599873712557,-121.401265790722
54,c,-0.484085316909428,0.893291933648016,1.01602611815244,118.453780456694
55,a,0.999040769874908,-0.044305432952215,1.00002271537267,-2.53928783863333
55,b,-0.539892865218659,-0.884117356126894,1.03592847500145,-121.410637360288
55,c,-0.48416785576735,0.89332546704912,1.01609492796534,118.456971540768
56,a,0.999014712836068,-0.04420639697759,0.999992300968698,-2.53368516855632
56,b,-0.539924075617137,-0.883895900699541,1.03575574857419,-121.418495379245
56,c,-0.484185517818714,0.893411811238318,1.01617925590198,118.455527284871
57,a,0.9959372056567,-0.049402671883969,0.997161742948731,-2.83978386754737
57,b,-0.541518547448792,-0.879986835083863,1.03325658340606,-121.606944385963
57,c,-0.479547437300302,0.892836134627617,1.01347032907632,118.240501905132
58,b,-0.541376707989359,-0.879317871050828,1.03261254026026,-121.619694972564
59,b,-0.541302166289263,-0.878989710202714,1.03229402103843,-121.62572108165
6,c,-0.50962168115554,0.898832098831451,1.0332537925377,119.552459122176
60,a,0.988915910408525,-0.060865318771993,0.990787194552058,-3.52197025689294
60,b,-0.545021041126471,-0.872069363201406,1.02837391522009,-122.004329104826
60,c,-0.469672522181119,0.891310252166884,1.00748510843077,117.786816583236
61,a,0.988915920736923,-0.0608653486219186,0.990787206694668,-3.52197194311897
61,b,-0.54502107692694,-0.872069359276257,1.02837393086518,-122.004330912182
61,c,-0.469672502157503,0.891310279157153,1.00748512297408,117.786814860239
610,a,0.993211964841457,-0.0539283858126834,0.994674960929745,-3.10793455666269
610,b,-0.54072507585708,-0.865131529921493,1.02021378726468,-122.006234233682
610,c,-0.465375718129664,0.898247701360164,1.01164395516581,117.388351246436
61s,a,0.9889159207369,-0.0608653486219509,0.990787206694647,-3.52197194312091
61s,b,-0.545021076926961,-0.872069359276228,1.02837393086517,-122.004330912184
61s,c,-0.469672502157465,0.891310279157158,1.00748512297406,117.786814860237
62,a,0.988137489900713,-0.0607218096243378,0.990001432883476,-3.51644795056772
62,b,-0.544080665210905,-0.871318394791737,1.02723878205546,-121.982049428159
62,c,-0.468525631798137,0.889602618446822,1.00543974777173,117.774361170475
63,a,0.987534162477716,-0.0604952484436086,0.989385363316447,-3.5054953714448
63,b,-0.543496809484126,-0.8706599843767,1.0263710782725,-121.973870971278
63,c,-0.467925415522963,0.888795929454141,1.00444631449699,117.76551076718
64,a,0.987206827257015,-0.0600996427941515,0.989034522575853,-3.48377988299367
64,b,-0.542022964775559,-0.869353746530267,1.02448271383674,-121.942633091637
64,c,-0.466447633571358,0.887151153238491,1.00230263072423,117.73456170961
65,a,0.986501095295051,-0.0602255829425417,0.988337762032345,-3.49355346948289
65,b,-0.541209073783321,-0.869460323919942,1.02414282032164,-121.900840018612
65,c,-0.464961514780486,0.884546811039312,0.999305894682294,117.728634088998
66,a,0.986712446843225,-0.0606520229770453,0.988574792641686,-3.51747669649546
66,b,-0.540942133698687,-0.869908242911686,1.02438212747792,-121.874925270276
66,c,-0.464232874666002,0.883233781189902,0.997804627247074,117.726679933944
67,a,1.03885293594703,-0.0684764978800639,1.04110732073485,-3.77122375888137
67,b,-0.550734901560396,-0.875069807292549,1.03395169105319,-122.184715045622
67,c,-0.481617078442738,0.919350865214222,1.03786368257968,117.648534911265
68,a,1.03730007699169,-0.0688921683251743,1.03958529259676,-3.79971256474571
69,a,1.03551989332214,-0.0693683952016046,1.03784075065433,-3.83245847641148
7,a,1.02401411254002,-0.0200397101454476,1.0242101799259,-1.12112153269875
7,b,-0.529695146977985,-0.897007175477706,1.04172876584576,-120.562438497951
7,c,-0.505761777523989,0.89864037182749,1.03118838893893,119.371146983703
70,a,1.03425667604875,-0.069706022327859,1.0366030105591,-3.85574508582696
71,a,1.0335439083704,-0.0698964567914827,1.03590468924587,-3.86890514856105
72,a,1.039165851875,-0.0702563279334829,1.0415381026721,-3.86778936311932
72,b,-0.551843289204678,-0.873347596051751,1.03308617228652,-122.287617296136
72,c,-0.479640936242537,0.920179021808028,1.03768244655829,117.530662029675
73,c,-0.478001476741793,0.918611717176743,1.03553507845062,117.490306338226
74,c,-0.476594191986261,0.917265691369207,1.03369162345356,117.455549282686
75,c,-0.47581640263998,0.916521488316665,1.032672691402,117.43629315811
76,a,1.0390221442249,-0.0714188495139516,1.0414737962405,-3.93213211963268
76,b,-0.553088685522087,-0.871965986573494,1.03258499688579,-122.386987162981
76,c,-0.479123497836884,0.921173588217582,1.0383256260967,117.479975174849
77,a,1.04011416571562,-0.0726571619953844,1.04264880996025,-3.99590476396407
77,b,-0.554913393951273,-0.872171711772831,1.03373708920754,-122.466283912439
77,c,-0.478294572097268,0.922613960089742,1.03922192868039,117.402786100843
78,a,1.0403966044715,-0.0730248340718389,1.04295624116597,-4.01497283531168
78,b,-0.555347927140233,-0.872386590092475,1.03415167299199,-122.480205272877
78,c,-0.478075623216801,0.922910909965918,1.03938484174451,117.384537047397
79,a,1.04007193759736,-0.073264246789547,1.04264916689899,-4.02934596845849
79,b,-0.555460923241897,-0.872473807336996,1.03428592842495,-122.482891144765
79,c,-0.478209833597571,0.92278950625236,1.03933878874931,117.394184935945
8,a,1.01792727761576,-0.025519680516296,1.01824711961679,-1.43611808315905
8,b,-0.53169565640885,-0.89446025136532,1.04055726046986,-120.728597929522
8,c,-0.501226970729612,0.896854420107707,1.02741244252419,119.199609451073
80,a,1.04242356969627,-0.0742658316958313,1.04506569765532,-4.07506272451783
80,b,-0.557173383977565,-0.873223117433178,1.03583820774903,-122.540535182827
80,c,-0.476752282403506,0.924577683739751,1.04025796418317,117.277591400174
81,a,1.04449488055473,-0.0757822634441041,1.04724042461975,-4.1497656196637
81,b,-0.558897228791413,-0.874834564659328,1.03812409078751,-122.572901171495
81,c,-0.475373784289175,0.925945044787372,1.040843148969,117.175650667838
82,a,1.04531799168155,-0.0765001558777384,1.04811353277327,-4.18565070182952
82,b,-0.560030105717514,-0.875601003902735,1.03938002546973,-122.60278186622
82,c,-0.475206903056633,0.926906947772846,1.04162281587062,117.143319109336
83,a,1.04647186284301,-0.0769755246717377,1.04929909516811,-4.20693974462143
83,b,-0.561047847730231,-0.876279075469146,1.04049973836988,-122.629875244177
83,c,-0.47490322822802,0.927991907791452,1.04245002619205,117.10126123655
84,c,-0.473424710750118,0.924059052075478,1.03827553591109,117.127500436473
85,c,-0.472510107218508,0.923173758491687,1.03707067733656,117.104831057599
86,a,1.03810392425194,-0.0718681128975166,1.04058867147338,-3.96027775662529
86,b,-0.554662376588023,-0.868912028262576,1.03085327028712,-122.551768707261
86,c,-0.479298646336288,0.922704920698724,1.03976514803173,117.44959995296
87,a,1.03756131372012,-0.0722477691740184,1.04007366079487,-3.98320684316836
87,b,-0.555620688019184,-0.867382612528108,1.03008103830281,-122.642471714462
87,c,-0.479246114788658,0.923359808217339,1.04032214913035,117.430406320424
88,a,1.03748305720025,-0.0727916791005238,1.04003351990398,-4.01339810860543
89,a,1.0371312488619,-0.0721204874598017,1.03963579780482,-3.9778555158829
89,b,-0.556195879223653,-0.86671634311044,1.02983060523569,-122.689413240442
89,c,-0.479260836017019,0.92381208855716,1.0407303800236,117.419655142348
9,a,1.01644819521985,-0.0259899757985549,1.0167804150394,-1.46469985572446
90,b,-0.55677713037711,-0.866260689139461,1.02976130945931,-122.730324063243
91,a,1.03693538668524,-0.0720588109273057,1.03943613002066,-3.97521292335522
91,b,-0.55623312340062,-0.866302967624966,1.02950285054673,-122.703582868887
91,c,-0.479101660796473,0.924139626315717,1.04094786147285,117.403575983871
92,c,-0.478235910419064,0.924511602267591,1.04088005492551,117.351843898278
93,a,1.03661496814023,-0.0721486903467933,1.03912271926425,-3.98138161939513
93,b,-0.556384611106511,-0.866013855512304,1.02934145618227,-122.719373148878
93,c,-0.479251356214123,0.924170293957521,1.04104399266631,117.41011340668
94,a,1.03590351649686,-0.0723371036925527,1.03842609369236,-3.99447789900347
95,a,1.03658736107353,-0.0719734435476077,1.03908302541879,-3.97184740136153
95,b,-0.556447506597081,-0.865520874874459,1.0289607438778,-122.737157458423
95,c,-0.479285771415016,0.924360784254548,1.04122894223536,117.406969055515
96,b,-0.556382542542845,-0.865258645743184,1.02870503920209,-122.742012267409
97,a,1.0378029745409,-0.0693517825252232,1.04011762974452,-3.82313933955973
97,b,-0.550802797154088,-0.874434982935265,1.03345065713548,-122.206647706836
97,c,-0.480979886182729,0.918860242218848,1.0371334512216,117.629930825411
98,a,1.03759091819883,-0.0695210085417508,1.03991734486803,-3.8332213705762
98,b,-0.550784302666224,-0.874142039701941,1.03319294114787,-122.214438172366
98,c,-0.480723631177746,0.918761386007419,1.03692704371667,117.619919293975
99,a,1.03789441937727,-0.0693273684387943,1.04020724367269,-3.82146173330533
99,b,-0.550493216769307,-0.873358635420366,1.03237497440239,-122.223947859092
99,c,-0.479938839588866,0.918785282060742,1.03658462475446,117.580871965467
