bus_id,phases,base_kv,type
m1142819,abc,1,pq
m3036172,b,1,pq
m1089143,abc,1,pq
m1069481,abc,1,pq
m1026377,a,1,pq
e182722,a,1,pq
m1026331,abc,1,pq
l2936279,abc,1,pq
m1026704,b,1,pq
m1047386,b,1,pq
m1089115,abc,1,pq
m1026486,b,1,pq
m1125968,abc,1,pq
m1069412,b,1,pq
m1142880,c,1,pq
m1026848,a,1,pq
l2897793,a,1,pq
m1069521,a,1,pq
l2804257,b,1,pq
l2860485,b,1,pq
l3235945,c,1,pq
l2842330,c,1,pq
l2804254,a,1,pq
m1166370,c,1,pq
m3763619,abc,1,pq
m3037540,c,1,pq
l2710509,c,1,pq
l2763072,b,1,pq
l3010560,abc,1,pq
l3254219,c,1,pq
m1026648,a,1,pq
m1089112,abc,1,pq
l2691951,c,1,pq
m1026327,b,1,pq
l2841636,b,1,pq
l2990826,abc,1,pq
l2911069,b,1,pq
m1069312,c,1,pq
l3254227,b,1,pq
m3037455,c,1,pq
l2822861,a,1,pq
m1047724,abc,1,pq
m1047722,abc,1,pq
d5534969-2_int,abc,1,pq
e182729,abc,1,pq
m1047699,abc,1,pq
m1047292,abc,1,pq
l3649300,a,1,pq
m3327098,b,1,pq
m1125904,a,1,pq
l3233413,b,1,pq
l3122827,a,1,pq
l2954355,a,1,pq
m1125978,b,1,pq
m1026706,abc,1,pq
l3141399,c,1,pq
m3763624,abc,1,pq
m1142839,abc,1,pq
m1142826,b,1,pq
l2823544,a,1,pq
l3216346,a,1,pq
l2858163,a,1,pq
l3086079,b,1,pq
m4113348,ac,1,pq
l2879074,a,1,pq
e193509,abc,1,pq
m1047794,b,1,pq
l3027116,abc,1,pq
m1166375,abc,1,pq
l2973156,b,1,pq
m1069311,abc,1,pq
m1069208,c,1,pq
m1026468,b,1,pq
m1026662,abc,1,pq
m1026941,a,1,pq
m1026942,a,1,pq
m1047713,abc,1,pq
m1108298,abc,1,pq
e183472,abc,1,pq
m1010004,a,1,pq
m1089188,c,1,pq
l2972704,c,1,pq
l3263051,c,1,pq
l2897776,c,1,pq
l2767414,c,1,pq
m1069572,b,1,pq
m1166356,a,1,pq
l3122825,a,1,pq
l3122826,a,1,pq
m1047358,a,1,pq
l3142078,b,1,pq
m1027023,abc,1,pq
l2724120,c,1,pq
l2729429,a,1,pq
l3215549,b,1,pq
l2897800,b,1,pq
m1126020,a,1,pq
m1026906,a,1,pq
m1209828,c,1,pq
l3195315,a,1,pq
m1069590,b,1,pq
m1069595,b,1,pq
m1027004,b,1,pq
l2897765,b,1,pq
m1047314,a,1,pq
l2876814,abc,1,pq
m1026834,abc,1,pq
m1008743,b,1,pq
m1008742,b,1,pq
m1026902,abc,1,pq
l2897780,abc,1,pq
m1069411,abc,1,pq
m1089170,c,1,pq
l2879062,c,1,pq
m1069174,c,1,pq
m1069629,b,1,pq
l2691944,a,1,pq
m1069533,abc,1,pq
m1142865,abc,1,pq
l3029500,a,1,pq
m1069217,c,1,pq
l2954350,c,1,pq
l2802481,a,1,pq
l2851933,abc,1,pq
l3207907,abc,1,pq
l2841619,c,1,pq
m1108380,abc,1,pq
m1047613,c,1,pq
l2916625,b,1,pq
m1009720,a,1,pq
l2822862,c,1,pq
d6019477-1_int,c,1,pq
e182727,c,1,pq
m1027043,abc,1,pq
m1026948,b,1,pq
l3176661,c,1,pq
l2936275,b,1,pq
l2766722,b,1,pq
l3142079,b,1,pq
m3036162,b,1,pq
m1142860,abc,1,pq
l3197652,a,1,pq
m1069437,c,1,pq
l2897778,a,1,pq
m1069532,b,1,pq
m1069147,c,1,pq
m1069556,abc,1,pq
m1069504,abc,1,pq
m1166393,c,1,pq
m1166395,c,1,pq
l3048206,abc,1,pq
m1047821,b,1,pq
l2684420,b,1,pq
m1089204,a,1,pq
l3157167,a,1,pq
m1047432,a,1,pq
m3037537,b,1,pq
m1069136,abc,1,pq
m1069218,c,1,pq
m1026744,abc,1,pq
m1008752,b,1,pq
m1008746,b,1,pq
l2897779,c,1,pq
l2841626,c,1,pq
l2711234,b,1,pq
l3160862,c,1,pq
l2748130,b,1,pq
m1026308,b,1,pq
m1009840,b,1,pq
l2991901,b,1,pq
l3251808,a,1,pq
l3139086,b,1,pq
l3029501,b,1,pq
m3036165,b,1,pq
m1026857,a,1,pq
m1108311,abc,1,pq
m1069202,c,1,pq
l2879073,c,1,pq
m1047786,b,1,pq
l3048207,b,1,pq
l3160868,b,1,pq
l3082988,b,1,pq
l2936211,c,1,pq
l3645809,c,1,pq
m1142835,c,1,pq
l3125349,abc,1,pq
d5710794-3_int,abc,1,pq
e192860,abc,1,pq
l3254216,a,1,pq
l2897784,b,1,pq
l2673313,abc,1,pq
m1047299,abc,1,pq
l3234185,b,1,pq
l2991943,c,1,pq
m1026701,abc,1,pq
m1069730,b,1,pq
l3159037,b,1,pq
l2841645,c,1,pq
m1125959,c,1,pq
m1125974,c,1,pq
m1108258,b,1,pq
m1026792,a,1,pq
l2821010,a,1,pq
m1125976,abc,1,pq
d5535139-1_int,abc,1,pq
e183473,abc,1,pq
m1009838,b,1,pq
l2801896,b,1,pq
m1009770,abc,1,pq
l3103822,abc,1,pq
m3768670,abc,1,pq
l2729428,a,1,pq
m1026926,abc,1,pq
l3029506,b,1,pq
m1069213,c,1,pq
l3178977,c,1,pq
m1108534,abc,1,pq
l2785538,a,1,pq
q1301,abc,1,pq
l3160872,abc,1,pq
m1047793,b,1,pq
l2879069,a,1,pq
l2955006,c,1,pq
l3029505,c,1,pq
m1047424,b,1,pq
m1026699,b,1,pq
l3235255,abc,1,pq
m1047316,abc,1,pq
m1026886,abc,1,pq
l2879078,abc,1,pq
l3232902,abc,1,pq
l2859403,abc,1,pq
m1125914,abc,1,pq
l2766499,c,1,pq
l2802480,b,1,pq
l2691954,abc,1,pq
l3122849,abc,1,pq
l2764411,c,1,pq
m1026907,abc,1,pq
l2729206,c,1,pq
l2804957,c,1,pq
l3048937,c,1,pq
l2822872,abc,1,pq
l3235946,a,1,pq
m1126005,a,1,pq
m1009698,a,1,pq
l3156034,a,1,pq
m1026844,abc,1,pq
m1166373,abc,1,pq
l2991902,b,1,pq
m1008758,b,1,pq
l2748780,a,1,pq
m1125987,abc,1,pq
l3027122,a,1,pq
l2710520,a,1,pq
m1089119,abc,1,pq
l3046854,b,1,pq
m1047478,c,1,pq
l2766716,c,1,pq
l3068944,b,1,pq
l2936270,a,1,pq
l3086078,a,1,pq
m1047593,abc,1,pq
m1047615,abc,1,pq
m1009855,b,1,pq
m1047819,b,1,pq
l2879076,c,1,pq
m1089122,c,1,pq
l2691939,b,1,pq
l2933120,c,1,pq
m1069225,c,1,pq
l3645810,c,1,pq
l3649304,a,1,pq
m1027042,c,1,pq
l3178969,b,1,pq
l3235249,a,1,pq
l2954348,a,1,pq
l3066812,a,1,pq
l2841622,a,1,pq
l2823611,abc,1,pq
m1047340,a,1,pq
l2730163,abc,1,pq
m1089103,b,1,pq
l3048196,b,1,pq
l2726973,abc,1,pq
l2991640,c,1,pq
m1125905,b,1,pq
m1026954,abc,1,pq
m1047558,abc,1,pq
l2766741,abc,1,pq
m1069564,abc,1,pq
m1069461,abc,1,pq
m1069156,abc,1,pq
l3728042,a,1,pq
l3029518,b,1,pq
l2785520,b,1,pq
m1209750,b,1,pq
l3254869,b,1,pq
m1089141,abc,1,pq
l2688693,abc,1,pq
l3104117,c,1,pq
l2690187,b,1,pq
m1026690,abc,1,pq
l2689678,b,1,pq
m1026463,b,1,pq
l2692655,abc,1,pq
m1089162,c,1,pq
l2991906,a,1,pq
m1108398,abc,1,pq
m1108483,a,1,pq
m1026341,abc,1,pq
l2748133,c,1,pq
l2767342,a,1,pq
m1125944,abc,1,pq
l2710511,a,1,pq
l3216342,b,1,pq
m1027041,c,1,pq
l2710513,b,1,pq
m1108499,a,1,pq
l2785546,a,1,pq
m1108368,c,1,pq
l3178974,b,1,pq
m1026769,abc,1,pq
l2821770,a,1,pq
m1069555,b,1,pq
l3252336,b,1,pq
l2820556,a,1,pq
m1047344,a,1,pq
m1026830,abc,1,pq
l2991912,a,1,pq
l3010569,a,1,pq
m1047335,a,1,pq
l3216368,abc,1,pq
l2879081,a,1,pq
l2916619,b,1,pq
m1126031,c,1,pq
l2990098,a,1,pq
l2673326,b,1,pq
m1142815,abc,1,pq
m1166386,c,1,pq
l2822865,c,1,pq
l3197646,abc,1,pq
m1026829,abc,1,pq
l2763153,abc,1,pq
e182726,b,1,pq
l2766744,b,1,pq
l3216370,abc,1,pq
l2674047,abc,1,pq
m3949157,a,1,pq
l3727711,a,1,pq
m1026329,abc,1,pq
l3086002,c,1,pq
d5502543-2_int,abc,1,pq
q14413,abc,1,pq
l3029503,c,1,pq
m1047792,b,1,pq
m1089165,c,1,pq
l3216343,c,1,pq
l2748144,abc,1,pq
m1069557,b,1,pq
m1047374,b,1,pq
m1089203,abc,1,pq
m1026866,abc,1,pq
m1149235,abc,1,pq
m1209791,abc,1,pq
m1026960,abc,1,pq
l3011298,abc,1,pq
m1108524,c,1,pq
l2991915,b,1,pq
l2673320,b,1,pq
m1047755,a,1,pq
m1026709,abc,1,pq
l3729298,a,1,pq
l3727707,a,1,pq
l3160123,a,1,pq
m1125917,abc,1,pq
m1069154,abc,1,pq
l3197630,abc,1,pq
m1026343,a,1,pq
l2785523,c,1,pq
l3141388,c,1,pq
m1026877,a,1,pq
l2841632,abc,1,pq
regxfmr_190-8593,abc,1,pq
m1069226,c,1,pq
l2860506,b,1,pq
l2954346,b,1,pq
l2879077,b,1,pq
d5860423-3_int,abc,1,pq
190-8593,abc,1,pq
l2763812,c,1,pq
l2951995,c,1,pq
l3197638,a,1,pq
l2860482,a,1,pq
m1026905,abc,1,pq
m1108520,c,1,pq
l3029502,abc,1,pq
m1047732,abc,1,pq
l3197661,c,1,pq
d5655682-1_int,b,1,pq
e182725,b,1,pq
d5926308-3_int,abc,1,pq
l2860491,abc,1,pq
l2767343,c,1,pq
l2785512,b,1,pq
m1027114,a,1,pq
l3195327,a,1,pq
m1027121,a,1,pq
d6138608-3_int,abc,1,pq
q14404,abc,1,pq
m1089155,c,1,pq
m1026323,b,1,pq
l2992656,a,1,pq
m1069544,b,1,pq
l2954344,c,1,pq
l2897767,c,1,pq
l2876796,a,1,pq
l2860478,b,1,pq
l2841620,b,1,pq
l3727709,a,1,pq
l3179674,b,1,pq
regxfmr_190-7361,abc,1,pq
l2803194,c,1,pq
m1186065,abc,1,pq
d6231996-1_int,b,1,pq
e206614,b,1,pq
l2804261,c,1,pq
m1047836,b,1,pq
m1125962,abc,1,pq
l3123452,abc,1,pq
l3254218,abc,1,pq
l3778577,c,1,pq
l2820531,abc,1,pq
l3626914,c,1,pq
l2955077,abc,1,pq
l3160098,abc,1,pq
m1089213,abc,1,pq
l3104125,abc,1,pq
q14411,abc,1,pq
l3118855,abc,1,pq
d5861005-2_int,abc,1,pq
m1027071,c,1,pq
l3235241,c,1,pq
l2729409,b,1,pq
l3235254,abc,1,pq
m1026851,abc,1,pq
m1069524,a,1,pq
l2766747,a,1,pq
l2822877,abc,1,pq
m1009715,a,1,pq
m1108489,a,1,pq
l3226771,a,1,pq
l2954339,b,1,pq
l3048200,b,1,pq
m1047552,abc,1,pq
l2804283,a,1,pq
l2916627,a,1,pq
l3029498,abc,1,pq
l2973152,b,1,pq
l2822870,c,1,pq
m1166369,a,1,pq
l2839305,a,1,pq
l2710508,b,1,pq
l3082992,a,1,pq
m1010011,a,1,pq
l3214069,abc,1,pq
m1026655,abc,1,pq
l3197643,b,1,pq
m1026339,b,1,pq
m1047420,a,1,pq
d5806920-1_int,b,1,pq
m1027039,abc,1,pq
l3552667,c,1,pq
m1069438,abc,1,pq
l2785530,a,1,pq
l2822868,a,1,pq
m1027087,a,1,pq
l2821087,a,1,pq
l2673310,a,1,pq
l2936213,b,1,pq
l2746587,c,1,pq
m1108378,abc,1,pq
m1047809,b,1,pq
m1026805,a,1,pq
l3120502,a,1,pq
m1108490,abc,1,pq
l3122816,abc,1,pq
m1069503,abc,1,pq
l3027670,b,1,pq
l3159645,a,1,pq
m1069632,b,1,pq
l3160863,c,1,pq
m1010014,a,1,pq
l3067478,abc,1,pq
m1125994,abc,1,pq
m1047480,abc,1,pq
m1069483,abc,1,pq
l2841615,a,1,pq
m1026366,a,1,pq
l3104131,a,1,pq
l2973167,abc,1,pq
m1108350,c,1,pq
l2748140,a,1,pq
m1047769,b,1,pq
l2785524,c,1,pq
l2710510,c,1,pq
l2973791,abc,1,pq
l2710516,a,1,pq
m1047623,a,1,pq
l2937757,c,1,pq
l3067448,c,1,pq
m1069390,a,1,pq
l2897801,a,1,pq
m1026953,b,1,pq
q14734,abc,1,pq
l3197631,a,1,pq
l3048228,c,1,pq
m1108395,abc,1,pq
l2728247,abc,1,pq
l2916234,a,1,pq
l2673316,a,1,pq
l3159448,abc,1,pq
l3048890,c,1,pq
l3010563,a,1,pq
m1125940,b,1,pq
l2991908,a,1,pq
m1047767,b,1,pq
l2879068,b,1,pq
l3234149,abc,1,pq
l2673346,abc,1,pq
l2955005,b,1,pq
m1108372,b,1,pq
l3178971,a,1,pq
l3728040,a,1,pq
l2766738,abc,1,pq
l3104128,a,1,pq
l2673315,a,1,pq
l3047289,abc,1,pq
l2785516,b,1,pq
d5799561-2_int,abc,1,pq
l3198356,c,1,pq
l3197641,a,1,pq
e183493,abc,1,pq
m1125902,abc,1,pq
l3085402,a,1,pq
m1026997,abc,1,pq
m1026979,abc,1,pq
l3082981,c,1,pq
l3235275,abc,1,pq
m1026347,abc,1,pq
l2710519,a,1,pq
m1026820,a,1,pq
l3141403,a,1,pq
m1069500,abc,1,pq
m1069382,abc,1,pq
l2710537,b,1,pq
l2897789,b,1,pq
l3160878,c,1,pq
l3214112,b,1,pq
l3160104,b,1,pq
l2973144,c,1,pq
m1108387,abc,1,pq
l2991907,a,1,pq
l3104830,abc,1,pq
m1047483,abc,1,pq
l3160102,abc,1,pq
d5835167-6_int,abc,1,pq
q14414,abc,1,pq
l3048221,abc,1,pq
l2748128,c,1,pq
m1069563,a,1,pq
m1166366,abc,1,pq
m1026713,a,1,pq
m1027013,abc,1,pq
l3649298,a,1,pq
m1047388,b,1,pq
l2673319,abc,1,pq
l3104121,a,1,pq
l2785518,c,1,pq
l3157710,b,1,pq
m1108340,c,1,pq
l3727708,a,1,pq
l3160105,c,1,pq
m1010016,a,1,pq
m1069597,b,1,pq
m3949154,a,1,pq
m3036167,b,1,pq
l3143999,abc,1,pq
l3160115,b,1,pq
l3253570,c,1,pq
m1047737,abc,1,pq
m1026387,a,1,pq
m1166361,a,1,pq
m1047522,abc,1,pq
m1026320,b,1,pq
l3216361,b,1,pq
l2896685,abc,1,pq
l2767409,b,1,pq
l3215340,a,1,pq
m1069607,b,1,pq
e184626,abc,1,pq
l2989432,b,1,pq
l3066830,b,1,pq
m1026693,b,1,pq
l3236011,b,1,pq
l3198358,b,1,pq
l2860486,c,1,pq
l2673300,b,1,pq
d6108141-1_int,abc,1,pq
e206209,abc,1,pq
m1047521,abc,1,pq
l3030126,c,1,pq
l3254870,c,1,pq
l2915542,abc,1,pq
l3254213,abc,1,pq
m1069738,b,1,pq
d5712486-1_int,c,1,pq
e206210,c,1,pq
l2876812,a,1,pq
m1009828,b,1,pq
m1026705,c,1,pq
l2785517,c,1,pq
l3082993,a,1,pq
l3122821,abc,1,pq
d5867591-1_int,abc,1,pq
l2730108,c,1,pq
m1008733,b,1,pq
m1026309,b,1,pq
m1026767,a,1,pq
m1026896,abc,1,pq
m1108344,c,1,pq
l2763811,c,1,pq
l3254230,a,1,pq
l2814529,abc,1,pq
l2711225,c,1,pq
m1186063,abc,1,pq
l2689691,abc,1,pq
l2727795,c,1,pq
m1166368,abc,1,pq
l2822867,b,1,pq
d6049822-1_int,a,1,pq
l3104859,b,1,pq
l3101194,c,1,pq
l3066813,b,1,pq
l2991910,b,1,pq
m1108331,c,1,pq
l2785531,a,1,pq
l3179646,abc,1,pq
l3066818,b,1,pq
m1108356,c,1,pq
l3160871,c,1,pq
l2767408,c,1,pq
l3728037,a,1,pq
l3160109,abc,1,pq
l3160107,abc,1,pq
l2748125,c,1,pq
l2914324,a,1,pq
l2691942,b,1,pq
m1026393,a,1,pq
m1069517,abc,1,pq
l3217053,c,1,pq
m1026357,abc,1,pq
l3178997,c,1,pq
m1069488,c,1,pq
l2764412,a,1,pq
m1209782,a,1,pq
m1009827,b,1,pq
m1047406,a,1,pq
m1047766,b,1,pq
l3216344,b,1,pq
m1089197,abc,1,pq
m1027036,b,1,pq
l3104154,c,1,pq
l3104155,c,1,pq
d6047588-1_int,bc,1,pq
f739844,bc,1,pq
l3104130,b,1,pq
l2841625,c,1,pq
m1027038,b,1,pq
l2935568,b,1,pq
l2897777,abc,1,pq
l2860488,b,1,pq
l2691938,b,1,pq
m1047688,abc,1,pq
l2822863,c,1,pq
l3254234,b,1,pq
m1108526,abc,1,pq
l2691952,abc,1,pq
d6049825-1_int,abc,1,pq
e182748,abc,1,pq
l2691950,c,1,pq
l2822866,abc,1,pq
l3160100,b,1,pq
l2954361,b,1,pq
e182744,bc,1,pq
l2691973,a,1,pq
l3649297,a,1,pq
l2820528,c,1,pq
l3048230,c,1,pq
l2925506,abc,1,pq
m1069549,abc,1,pq
l2970811,a,1,pq
l2841621,abc,1,pq
l2876813,a,1,pq
l3104118,c,1,pq
l2861197,c,1,pq
l3067506,c,1,pq
l3047073,c,1,pq
l3104133,a,1,pq
l3048889,c,1,pq
m1027068,c,1,pq
m1027100,a,1,pq
l3010564,c,1,pq
m1026732,a,1,pq
e182723,bc,1,pq
l3119793,b,1,pq
m1047777,b,1,pq
l2879055,c,1,pq
m1108484,abc,1,pq
l2806553,c,1,pq
l2935555,a,1,pq
m3037453,a,1,pq
l3215203,abc,1,pq
l3141396,c,1,pq
m3036170,abc,1,pq
m1026773,a,1,pq
m1026660,a,1,pq
l3085410,b,1,pq
m1125988,abc,1,pq
l3197636,b,1,pq
m1089132,c,1,pq
l2876798,abc,1,pq
l3104136,abc,1,pq
l3048888,c,1,pq
d5587291-3_int,abc,1,pq
190-8581,abc,1,pq
m1009843,b,1,pq
l2804249,abc,1,pq
d5513564-1_int,abc,1,pq
e192201,abc,1,pq
l3178976,a,1,pq
l3065665,a,1,pq
l2785514,a,1,pq
l2936216,c,1,pq
m1026969,b,1,pq
d6198039-1_int,abc,1,pq
e206217,abc,1,pq
l2879071,b,1,pq
l3029504,b,1,pq
l2842383,abc,1,pq
l2745811,c,1,pq
l2804252,a,1,pq
l3160117,b,1,pq
l3029510,b,1,pq
e182731,b,1,pq
l3216347,c,1,pq
l2767341,abc,1,pq
e206211,abc,1,pq
l3030203,c,1,pq
l2804282,c,1,pq
l3225319,b,1,pq
l3160108,b,1,pq
l3254229,b,1,pq
m1009807,abc,1,pq
l2841638,c,1,pq
l2916620,abc,1,pq
l3233412,a,1,pq
l3235266,c,1,pq
l3235267,c,1,pq
l3729297,a,1,pq
l2842384,abc,1,pq
d6023352-1_int,abc,1,pq
m1047548,abc,1,pq
m1026695,abc,1,pq
m1209800,abc,1,pq
l2726974,b,1,pq
l2785527,a,1,pq
m1069376,abc,1,pq
m1125969,abc,1,pq
d5565090-1_int,bc,1,pq
l3029495,b,1,pq
l3232301,c,1,pq
m1010017,a,1,pq
l3045895,c,1,pq
l2785547,b,1,pq
f739841,bc,1,pq
m1027109,a,1,pq
l3101788,a,1,pq
d5563942-4_int,abc,1,pq
q16483,abc,1,pq
m1069514,abc,1,pq
l2804248,b,1,pq
l2897773,a,1,pq
m1166407,c,1,pq
m1008753,b,1,pq
m3037538,a,1,pq
l3027133,a,1,pq
m1069187,a,1,pq
d6290228-6_int,abc,1,pq
q16642,abc,1,pq
l3027671,a,1,pq
l2841630,c,1,pq
l2785519,a,1,pq
l3104122,a,1,pq
d5534970-1_int,abc,1,pq
l2841633,abc,1,pq
l3254206,b,1,pq
l2955074,abc,1,pq
l3010585,a,1,pq
m1047831,b,1,pq
l2748131,b,1,pq
l2729427,b,1,pq
l3197624,b,1,pq
l3064514,c,1,pq
l2710514,b,1,pq
m4113347,abc,1,pq
d5472341-1_int,bc,1,pq
f739842,bc,1,pq
l2897792,a,1,pq
l3342743,c,1,pq
l2804250,c,1,pq
l2954354,a,1,pq
l3141389,a,1,pq
l2935559,a,1,pq
l3254217,abc,1,pq
l3082983,b,1,pq
d5865224-1_int,bc,1,pq
l3066821,a,1,pq
l2710515,c,1,pq
l3235258,abc,1,pq
190-7361,abc,1,pq
l3254214,b,1,pq
d5686080-1_int,abc,1,pq
l2766749,abc,1,pq
l2692660,a,1,pq
l2973150,a,1,pq
d5958866-1_int,abc,1,pq
l2861218,abc,1,pq
m1026880,a,1,pq
l3101787,a,1,pq
l2803199,abc,1,pq
l2764403,a,1,pq
d6140776-1_int,a,1,pq
l3177894,a,1,pq
d5682346-3_int,abc,1,pq
d6140778-1_int,b,1,pq
regxfmr_190-8581,abc,1,pq
d5746546-1_int,bc,1,pq
d5956499-2_int,abc,1,pq
hvmv_sub_hsb,abc,1,pq
regxfmr_hvmv_sub_lsb,abc,1,pq
x2804253a,ab,1,pq
x3254213b,ab,1,pq
x3216339b,ab,1,pq
x2954355a,ab,1,pq
x2861197c,ab,1,pq
x2842379a,ab,1,pq
x2841636b,ab,1,pq
x3047289c,ab,1,pq
x3085399c,ab,1,pq
x3085391b,ab,1,pq
x2897778a,ab,1,pq
x3197647a,ab,1,pq
x2936275b,ab,1,pq
