bus_id,super_node,kept
m1142868,m1142865,0
m1142869,m1142865,0
l2767414,l2767414,1
m1027027,l2710515,0
l3270853,l2710515,0
m1125982,m1125978,0
m1069572,m1069572,1
l3066826,l3066826,1
m1166356,m1166356,1
l2730187,l2730187,1
l3122825,l3122825,1
l2991920,l2991920,1
n1134474,l3231255,0
m1069496,l3231255,0
l3122826,l3122826,1
m1047358,m1047358,1
l3142078,l3142078,1
l2879752,l2879752,1
p850072,m1108398,0
221-311609,m1108398,0
m1027023,m1027023,1
l3122815,l3122815,1
l2724120,l2724120,1
m1069149,l2724120,0
l2729429,l2729429,1
l3215549,l3215549,1
l2897800,l2897800,1
l3027156,m1047732,0
l2860481,l2860481,1
n1140828,m1026706,0
m1026708,m1026706,0
m1126020,m1126020,1
m1126023,m1126020,0
m1026906,m1026906,1
m1209824,m1209822,0
m1209828,m1209828,1
l3195315,l3195315,1
m1069590,m1069590,1
m1069595,m1069595,1
m1027004,m1027004,1
l2897765,l2897765,1
m1047314,m1047314,1
n1137961,m1047314,0
l2876814,l2876814,1
m1026834,m1026834,1
m1008743,m1008743,1
m1008742,m1008742,1
p827525,m1026896,0
m1026902,m1026902,1
n1144663,l3231255,0
m1089215,l3231255,0
m1069467,m1069469,0
m1047324,m1047325,0
l2897780,l2897780,1
m1069411,m1069411,1
l2711226,l2711226,1
l3101789,l3101789,1
l2841616,l2841616,1
m1089170,m1089170,1
l2879062,l2879062,1
n1139545,m1089112,0
m1069174,m1069174,1
n1140517,m1108534,0
l3157718,l3157718,1
l2727008,l2916619,0
m1069629,m1069629,1
l2691944,l2691944,1
n1230121,m1108315,0
m1069533,m1069533,1
n1136356,m1069533,0
m1142865,m1142865,1
m1047526,m1047521,0
n1136666,m1047521,0
l2804253,l2804253,1
m1209790,m1209791,0
m1209788,m1209788,1
p850400,m4113348,0
l3029500,l3029500,1
m1026764,l3029500,0
m1108375,l2767340,0
m1069217,m1069217,1
l2954350,l2954350,1
l2802481,l2802481,1
l3214549,l3214549,1
l2851933,l2851933,1
l3207907,l3207907,1
l2841619,l2841619,1
m1108380,m1108380,1
p904452,m1108380,0
n1136995,m1047615,0
m1047613,m1047613,1
221-306687,l3119793,0
l2916625,l2916625,1
m1009724,m1009726,0
m1009720,m1009720,1
l2822862,l2822862,1
d6019477-1_int,d6019477-1_int,1
e182727,e182727,1
m1027043,m1027043,1
m1026948,m1026948,1
m1026949,m1026948,0
m1089131,l3104125,0
l3270854,l3104125,0
m1209763,m3036172,0
l3176661,l3176661,1
l2970804,l2970804,1
p827504,m1047480,0
n1137957,m1047480,0
l2936275,l2936275,1
l2766722,l2766722,1
l3142079,l3142079,1
m3036162,m3036162,1
m1026724,m1026744,0
r18243,m1026744,0
l2710504,l2710504,1
m1142860,m1142860,1
p895114,m1142860,0
l3197652,l3197652,1
p827575,m1069438,0
m1069437,m1069437,1
m1069620,m1069607,0
l3270814,l3270814,1
m1026378,m1026377,0
l2897778,l2897778,1
m1069532,m1069532,1
l2785534,l2785534,1
m1069147,m1069147,1
l3066801,l3066801,1
m1069556,m1069556,1
p901932,m1069556,0
l2691967,l2691967,1
m1069504,m1069504,1
m1166393,m1166393,1
m1166395,m1166395,1
l2766718,l2766718,1
l3048206,l3048206,1
m1047821,m1047821,1
l2684420,l2684420,1
p850080,m1108387,0
221-311905,m1108387,0
m1089204,m1089204,1
l3157167,l3157167,1
m1186072,l3030204,0
m1186067,l3030204,0
m1047432,m1047432,1
l2879075,l2879075,1
m3037537,m3037537,1
l3231269,l3231269,1
r42247,q16483,0
m1149233,q16483,0
m1108266,m1089097,0
m1108265,m1089097,0
m1069543,m1069544,0
m1069535,m1069544,0
m1126017,m1126020,0
m1047711,l3254230,0
m1047718,l3254230,0
m1069136,m1069136,1
m1009771,m1009770,0
l2914323,l2914323,1
m1069218,m1069218,1
l2954351,l2954351,1
m1026744,m1026744,1
m1008752,m1008752,1
m1008746,m1008746,1
m1069457,l2876798,0
e182745,l2876798,0
n1139546,m1089119,0
m1026363,l3178997,0
l2897779,l2897779,1
l2841626,l2841626,1
l2711234,l2711234,1
l2973178,l2973178,1
m1149236,m1149236,1
p829974,m1149236,0
l3160862,l3160862,1
l3104850,l3104850,1
l2748130,l2748130,1
l3083019,m1027043,0
m1027080,m1027043,0
l3085389,l3085389,1
l2729405,l2729405,1
p828362,m1047580,0
n1136671,m1047580,0
p901941,m1125944,0
l3251799,l3251799,1
m1026308,m1026308,1
l2897764,l2897764,1
m1009840,m1009840,1
l2991901,l2991901,1
n1134470,l2764412,0
l3251808,l3251808,1
l3139086,l3139086,1
n1137992,l2820531,0
196-29520,l2820531,0
l3029501,l3029501,1
m3036165,m3036165,1
m1026857,m1026857,1
m1026859,m1026857,0
m1108311,m1108311,1
l2898526,l2898526,1
l3048965,l3048965,1
l3216123,l3216123,1
n1136996,l3216123,0
m1069202,m1069202,1
l2879073,l2879073,1
m1089093,l3626914,0
m1047786,m1047786,1
l3048207,l3048207,1
l3160868,l3160868,1
l3082988,l3082988,1
l2936211,l2936211,1
n1140525,m3763624,0
l3645809,l3645809,1
p829962,m1142832,0
m1142835,m1142835,1
l3125349,l3125349,1
n1138604,l3125349,0
d5710794-3_int,d5710794-3_int,1
e192860,e192860,1
l3254216,l3254216,1
l2785511,l2785511,1
l2897784,l2897784,1
m1026496,l2897784,0
p859135,m1047699,0
m1027002,l2916608,0
l2673313,l2673313,1
m1047725,m1047724,0
m1047728,m1047724,0
m1047300,l3027116,0
m1047299,m1047299,1
l3122835,l3122835,1
l3234185,l3234185,1
l3065750,l3065750,1
l2991943,l2991943,1
l2952013,l2952013,1
m1026701,m1026701,1
m1026697,m1026701,0
m1069730,m1069730,1
l3159037,l3159037,1
m1142833,m1142835,0
p901913,m1047513,0
n1140823,m1026700,0
m1027066,m1027068,0
l2841645,l2841645,1
m1125959,m1125959,1
m1125974,m1125974,1
m1069191,m1069192,0
m1108258,m1108258,1
p829976,m1142843,0
l2955078,l2955078,1
n1147867,l3104155,0
d5837361-8_int,l3104155,0
m1026792,m1026792,1
l2821010,l2821010,1
m1125976,m1125976,1
n1142112,m1089097,0
p827496,m1089097,0
221-240988,m1026655,0
l3141411,l3141411,1
p829956,m1142871,0
d5535139-1_int,d5535139-1_int,1
e183473,e183473,1
m1125997,m1125994,0
m1047518,l3029506,0
l2973160,l2973160,1
n1134471,m1027043,0
m1009838,m1009838,1
l2801896,l2801896,1
p827520,m1089112,0
m1009784,m1009807,0
m1009770,m1009770,1
n1136669,m1047552,0
l3103822,l3103822,1
m3768670,m3768670,1
p1123251,m3768670,0
n1136994,m1047592,0
l2729428,l2729428,1
m1026926,m1026926,1
n1138000,m1026926,0
221-242079,m1209774,0
l3011293,l3011293,1
m1026777,m1026773,0
l3233353,l3233353,1
l3029506,l3029506,1
l3010559,l3010559,1
m1069213,m1069213,1
l3178977,l3178977,1
m1108534,m1108534,1
p901934,m1108534,0
p829796,m1108529,0
n1142107,m1108529,0
l2691965,l2691965,1
l2785538,l2785538,1
n1139259,m1069437,0
l2710543,l2710543,1
q1301,q1301,1
l3160872,l3160872,1
p827509,m1047763,0
m1047793,m1047793,1
p827555,m1047793,0
l2879069,l2879069,1
l2955006,l2955006,1
l2692600,l2692600,1
l3029505,l3029505,1
l2673318,l2673318,1
m1026682,l2879081,0
m1047424,m1047424,1
l2691949,l2691949,1
m1026699,m1026699,1
l3085403,l3085403,1
m4113345,l3157708,0
l3235255,l3235255,1
m1047316,m1047316,1
m1026886,m1026886,1
l3120484,l3120484,1
l2879078,l2879078,1
m1026681,l2879078,0
l3232902,l3232902,1
l3123509,l3123509,1
m1209772,l3123509,0
r20703,e183473,0
l2859403,l2859403,1
m1026927,m1026926,0
m1125914,m1125914,1
l2917328,l2917328,1
l2841635,l2841635,1
l2766499,l2766499,1
m1047444,m1047442,0
m1108459,l3027670,0
l2802480,l2802480,1
l2691954,l2691954,1
l3122849,l3122849,1
l2764411,l2764411,1
m1026907,m1026907,1
l2729206,l2729206,1
l2804957,l2804957,1
l3048937,l3048937,1
l2822872,l2822872,1
l3235946,l3235946,1
m1126005,m1126005,1
m1009698,m1009698,1
l3156034,l3156034,1
l3254205,l3254205,1
l3197647,l3197647,1
m1026778,l3197647,0
m1026844,m1026844,1
n1147861,m1026844,0
l2973833,l2973833,1
m1166373,m1166373,1
l2991902,l2991902,1
m1008758,m1008758,1
m1026734,m1026732,0
l3065696,l3065696,1
l2748780,l2748780,1
m1125987,m1125987,1
p901945,m1125987,0
p901910,m1069417,0
l3027122,l3027122,1
m1108506,l3027122,0
l2841637,l2841637,1
n1139539,m1069135,0
l2710520,l2710520,1
m1089119,m1089119,1
p827521,m1089119,0
l3046854,l3046854,1
m1047478,m1047478,1
l2766716,l2766716,1
n1137003,m1047713,0
l2973171,l2973171,1
l3085392,l3085392,1
p875742,m1026907,0
m1010008,m1010011,0
l3784018,l3784018,1
m1026703,m1026705,0
l2973166,l2973166,1
l3068944,l3068944,1
m1047550,m1047558,0
l2936270,l2936270,1
l3086078,l3086078,1
m1047593,m1047593,1
m1047615,m1047615,1
m1009855,m1009855,1
l2748139,l2748139,1
n1140832,m1026662,0
l2841631,l2841631,1
m1047819,m1047819,1
l2916610,l2916610,1
l2879076,l2879076,1
m1089122,m1089122,1
l2691939,l2691939,1
m1069489,m1069488,0
l2933120,l2933120,1
m1069225,m1069225,1
m1089120,190-7361,0
l3645810,l3645810,1
m3763623,l3645810,0
l3649304,l3649304,1
m1027042,m1027042,1
l3178969,l3178969,1
l2729401,l2729401,1
l3235249,l3235249,1
l2954348,l2954348,1
l3066812,l3066812,1
l2841622,l2841622,1
m1209787,m1209788,0
l2823611,l2823611,1
196-35541,m1108315,0
m1108317,m1108315,0
m1047340,m1047340,1
l2991923,l2991923,1
m1026661,l3066816,0
p827530,l3066816,0
p827503,m1069483,0
n1147865,m1027043,0
l2895489,m1027043,0
l2730163,l2730163,1
m1089103,m1089103,1
l3048196,l3048196,1
l2673306,l2673306,1
l2726973,l2726973,1
m1047485,l2726973,0
l2991640,l2991640,1
m1089160,l2991640,0
l3160101,l3160101,1
m1125905,m1125905,1
m1026950,l3160103,0
m1026954,m1026954,1
m1047558,m1047558,1
n1136659,m1047558,0
l2766741,l2766741,1
m1069564,m1069564,1
n1136361,m1069564,0
m1047566,m1047568,0
n1137995,m1047568,0
n1145955,m1026333,0
m1069461,m1069461,1
p827574,m1069461,0
m1069156,m1069156,1
l3195356,m1089112,0
n1137996,m1047558,0
l3178979,l3178979,1
l3254231,l3254231,1
l3728042,l3728042,1
l3728043,l3728043,1
m1047723,l3254230,0
m1047729,l3254230,0
l2895461,l2895461,1
l3029518,l3029518,1
l2897807,l2897807,1
l2785520,l2785520,1
n1139542,l2691951,0
221-308718,m1108381,0
m1209750,m1209750,1
l3254869,l3254869,1
l2798067,l2798067,1
m1047403,m1047401,0
m1047404,m1047401,0
l3102793,l3102793,1
m1089141,m1089141,1
n1139547,l2804249,0
l2688693,l2688693,1
l3048222,l3048222,1
l3104117,l3104117,1
221-311583,m4113348,0
n1139250,m4113348,0
l2690187,l2690187,1
m1108412,l2690187,0
m1026690,m1026690,1
p873801,m1069312,0
m1089138,l2673316,0
l2841628,l2841628,1
m1069364,m4113347,0
l2689678,l2689678,1
m1026463,m1026463,1
l2692655,l2692655,1
m1142821,l2692655,0
p827508,m1069169,0
n1144667,m1027043,0
m1089162,m1089162,1
l3029520,l3029520,1
m1009655,m1026655,0
p827528,m1026655,0
l2991906,l2991906,1
m1027056,m1027043,0
l3066814,l3066814,1
m1108398,m1108398,1
m1108483,m1108483,1
m1108486,m1108483,0
m1026341,m1026341,1
p827531,m1026341,0
l2748133,l2748133,1
l3085399,l3085399,1
l2767342,l2767342,1
m1125944,m1125944,1
m1125947,m1125944,0
l2710511,l2710511,1
l2766719,l2766719,1
p827549,m1069500,0
n1140518,m1069500,0
l2766728,m1047316,0
m1069462,m1069464,0
l3216342,l3216342,1
m1027041,m1027041,1
l2916607,l2916607,1
l2710513,l2710513,1
m1009839,l2801896,0
l2973165,l2973165,1
m1108501,l3027122,0
m1108499,m1108499,1
m1069227,m1069226,0
