row,col,g,b
23,27,1.7451859685518221,-2.5573479855854782
27,27,1153725.7511360776,-28.464903283001526
28,27,-2.672498695907052,5.0685847952753758
29,27,-4.3629649213795574,6.3933697160692304
30,27,-9.0404479051149291,9.1649138940432344
31,27,-6.0264129034068672,11.579994282141433
32,27,1.6034992175442322,-3.041150989062372
33,27,2.6177789528277327,-3.8360220056693497
116,27,-1153706.6666666667,0
21,28,1.0689994783628221,-2.0274339811426541
22,28,-3.2278499386984838,7.1897816917352779
23,28,0.62975220670639898,-1.661150069032614
27,28,-2.6724986959070525,5.0685847952753758
28,28,1153714.7362915133,-17.974453391885859
29,28,-1.5743805167659977,4.1528750781004371
30,28,7.9250711495313235e-16,1.9542941649413012e-16
31,28,1.6034992175442315,-3.041150989062372
32,28,-4.8417749080477179,10.784672746541288
33,28,0.94462831005959902,-2.491725113950515
117,28,-1153706.6666666667,0
21,29,1.7451859685518221,-2.5573479855854782
22,29,0.62975220670639898,-1.661150069032614
23,29,-3.5928358765285822,7.4498655550826989
27,29,-4.3629649213795583,6.3933697160692304
28,29,-1.574380516765999,4.1528750781004415
29,29,1153715.6487563581,-18.624663119557304
30,29,4.7750542942433751e-16,6.9973725669716276e-16
31,29,2.6177789528277313,-3.8360220056693493
32,29,0.94462831005959647,-2.4917251139505083
33,29,-5.3892538147928706,11.174798417190956
118,29,-1153706.6666666667,0
27,30,-9.0404479051149291,9.1649138940432344
28,30,5.7576773371387264e-16,-1.587455894852692e-15
29,30,-8.5185729799244395e-16,2.2141381565734758e-15
30,30,9.0404479051149309,-9.1649134496832652
31,30,2.8922498602119571e-16,-4.2111610811444399e-16
32,30,6.9092128045664699e-16,-1.9049470738232302e-15
33,30,-1.0222287575909331e-15,2.6569657878881707e-15
27,31,-6.0264129034068672,11.579994282141429
28,31,1.6034992175442322,-3.0411509890623725
29,31,2.6177789528277322,-3.8360220056693497
30,31,-2.6759211715444662e-16,-2.5651361226938942e-16
31,31,18.079238710220611,-34.739982129155017
32,31,-4.8104976526326952,9.1234528275325424
33,31,-7.8533368584831997,11.508065797314433
34,31,-12.052825806813738,23.159988386079316
35,31,3.2069984350884631,-6.0823019434279582
36,31,5.2355579056554662,-7.6720439567564371
27,32,1.6034992175442315,-3.0411509890623725
28,32,-4.8417749080477188,10.78467274654129
29,32,0.9446283100595988,-2.4917251139505145
30,32,9.5100853794375863e-16,2.3451529979295603e-16
31,32,-4.8104976526326961,9.1234528275325424
32,32,14.525324724143189,-32.354017052525435
33,32,-2.8338849301787956,7.4751752581187372
34,32,3.2069984350884631,-6.0823019434279582
35,32,-9.6835498160954518,21.569345075205831
36,32,1.889256620119196,-4.9834502070978433
27,33,2.6177789528277318,-3.8360220056693497
28,33,0.94462831005959702,-2.4917251139505088
29,33,-5.3892538147928697,11.174798417190956
30,33,5.7300651530920473e-16,8.3968470803659533e-16
31,33,-7.8533368584832006,11.508065797314433
32,33,-2.8338849301787983,7.4751752581187452
33,33,16.167761444378634,-33.524394027702598
34,33,5.2355579056554662,-7.6720439567564371
35,33,1.889256620119196,-4.9834502070978433
36,33,-10.778507629585741,22.34959666524809
31,34,-12.052825806813738,23.159988386079316
32,34,3.2069984350884631,-6.0823019434279582
33,34,5.2355579056554662,-7.6720439567564371
34,34,16.05207952669182,-4022.4137067122383
35,34,-3.2069984350884813,6.0823016412766862
36,34,-5.2355579056554955,7.672043481435864
37,34,-3.9498802171634653,3949.8802171634734
38,34,1.560915938129357e-14,2.1653466920080822e-14
31,35,3.2069984350884631,-6.0823019434279582
32,35,-9.6835498160954518,21.569345075205831
33,35,1.889256620119196,-4.9834502070978433
34,35,-3.206998435088388,6.0823016412767252
35,35,9.6835498160955034,-21.569343674827628
36,35,-1.8892566201192005,4.9834500259368868
37,35,-2.3185865421245794e-14,-2.2124264540597703e-15
38,35,3.2545059998210122e-15,7.5109302668196997e-16
31,36,5.2355579056554662,-7.6720439567564371
32,36,1.889256620119196,-4.9834502070978433
33,36,-10.778507629585741,22.34959666524809
34,36,-5.2355579056554902,7.6720434814358924
35,36,-1.8892566201192014,4.9834500259368593
36,36,14.777761349463848,-4021.6033150703893
37,36,3.4638746567186904e-15,-2.6234813379198767e-15
38,36,-3.9992537198780216,3999.2537198780169
34,37,-3.9498802171634639,3949.8802171634734
35,37,8.4304469207370739e-16,7.2062154708495482e-16
36,37,-7.4721102566874553e-15,5.5479885901446391e-15
37,37,3.9011162638651973,-3901.1162626728546
38,37,4.4408920985006262e-15,-1.4405972237341302e-07
34,38,-8.8729461959706033e-15,-5.850778251487803e-15
35,38,-8.0306546612703394e-15,-1.7028419438276975e-14
36,38,-3.9992537198780247,3999.2537198780169
37,38,-8.8817841970012523e-15,-1.4405969750441727e-07
38,38,3.999253719878058,-3999.2537186535155
39,39,13.029449006256513,-28.10979647954214
40,39,-5.2313555737928583,8.6799789280731492
41,39,-2.4245460512056471,6.3954276108340817
42,39,-5.9281792111345784,12.292278222123171
43,39,2.879556864569349,-4.2196241888122161
44,39,1.0390911648024257,-2.7408975815531456
116,39,-7.1012697951219108,15.817519811364388
117,39,2.351798709223496,-4.4603549414424064
118,39,1.3854548864032279,-3.65453009602447
39,40,-5.2313555737928574,8.6799789280731474
40,40,15.467792993677731,-29.721983483870961
41,40,-5.6032581846767533,8.9714316350502443
42,40,2.879556864569345,-4.2196241888122215
43,40,-6.6290541401475691,12.737993771412272
44,40,1.7638490319176263,-3.3452662219844909
116,40,2.351798709223496,-4.4603549414424064
117,40,-8.838738853530101,16.9839915863142
118,40,3.8394091527591381,-5.6261655517271363
39,41,-2.424546051205644,6.3954276108340746
40,41,-5.6032581846767631,8.9714316350502408
41,41,13.230191294520871,-28.252843517424935
42,41,1.0390911648024279,-2.7408975815531513
43,41,1.7638490319176177,-3.3452662219844953
44,41,-5.3259523463414311,11.86314001245907
116,41,1.3854548864032279,-3.65453009602447
117,41,3.8394091527591381,-5.6261655517271363
118,41,-7.9042389481794357,16.389704192804661
39,42,-5.9281792111345748,12.292278222123166
40,42,2.8795568645693437,-4.2196241888122135
41,42,1.0390911648024266,-2.7408975815531464
42,42,12.515045001284117,-25.950364376830457
43,42,-6.0790644918686407,8.9080953140271628
44,42,-2.1936369034717766,5.7863392642511702
45,42,-6.5868657901495231,13.658087018153047
46,42,3.1995076272992842,-4.6884713153431692
47,42,1.1545457386693561,-3.0454417551624218
39,43,2.8795568645693463,-4.2196241888122135
40,43,-6.6290541401475584,12.737993771412265
41,43,1.7638490319176201,-3.3452662219844953
42,43,-6.0790644918686398,8.9080953140271699
43,43,13.994669851422657,-26.891319051466503
44,43,-3.7236812896038449,7.0622285664616991
45,43,3.1995076272992833,-4.6884713153431639
46,43,-7.3656157112750984,14.153326394529984
47,43,1.9598322576862606,-3.7169624653377782
39,44,1.0390911648024281,-2.7408975815531527
40,44,1.7638490319176161,-3.345266221984494
41,44,-5.3259523463414311,11.86314001245907
42,44,-2.1936369034717771,5.786339264251172
43,44,-3.7236812896038733,7.0622285664617701
44,44,11.243677175609697,-25.044405866829567
45,44,1.1545457386693541,-3.0454417551624147
46,44,1.9598322576862406,-3.7169624653377227
47,44,-5.9177248292682529,13.181266574985084
42,45,-6.5868657901495231,13.658087018153049
43,45,3.1995076272992837,-4.6884713153431701
44,45,1.1545457386693552,-3.0454417551624213
45,45,6.5868657901496022,-13.658084868672887
46,45,-3.1995076272992655,4.6884715815029168
47,45,-1.1545457386693485,3.045441507257916
42,46,3.1995076272992837,-4.6884713153431639
43,46,-7.3656157112750993,14.153326394529985
44,46,1.9598322576862615,-3.7169624653377786
45,46,-3.1995076272992335,4.6884715815029381
46,46,7.3656157112751544,-14.153324270937404
47,46,-1.9598322576862728,3.7169618477100563
42,47,1.1545457386693541,-3.0454417551624147
43,47,1.9598322576862406,-3.7169624653377222
44,47,-5.9177248292682529,13.181266574985084
45,47,-1.1545457386693627,3.0454415072578982
46,47,-1.9598322576862977,3.7169618477100776
47,47,5.9177248292683018,-13.181264573209617
48,48,22.230672041754666,-46.096042670168686
49,48,-10.798338242135083,15.823590494151579
50,48,-3.8965918680090779,10.278365849301828
51,48,-14.820448027836438,30.730695361508729
52,48,7.1988921614233874,-10.549060409488382
53,48,2.5977279120060519,-6.8522439300458782
119,48,-7.4102240139182189,15.365347680754365
120,48,3.5994460807116941,-5.2745302047441909
121,48,1.298863956003026,-3.4261219650229391
48,49,-10.798338242135083,15.823590494151579
49,49,24.858953025553408,-47.76747594446087
50,49,-6.6144338696910756,12.544748196473828
51,49,7.1988921614233874,-10.549060409488382
52,49,-16.572635350368941,31.844984224339132
53,49,4.4096225797940516,-8.3631655152045123
119,49,3.5994460807116941,-5.2745302047441909
120,49,-8.2863176751844705,15.922492112169566
121,49,2.2048112898970258,-4.1815827576022562
48,50,-3.8965918680090779,10.278365849301828
49,50,-6.6144338696910756,12.544748196473828
50,50,19.972321298780365,-44.486774115682579
51,50,2.5977279120060519,-6.8522439300458782
52,50,4.4096225797940516,-8.3631655152045123
53,50,-13.314880865853578,29.657849646308222
119,50,1.298863956003026,-3.4261219650229391
120,50,2.2048112898970258,-4.1815827576022562
121,50,-6.6574404329267889,14.828924823154111
48,51,-14.820448027836438,30.730695361508729
49,51,7.1988921614233874,-10.549060409488382
50,51,2.5977279120060519,-6.8522439300458782
51,51,20.51481610813083,-43.316037057300832
52,51,-8.7792586114346918,13.840736797788647
53,51,-4.2034012646460468,10.194049964677967
54,51,-5.6943680836929023,12.585342617676794
55,51,1.5803664632656171,-3.2916766832619566
56,51,1.6056733486563572,-3.3418061506652545
48,52,7.1988921614233874,-10.549060409488382
49,52,-16.572635350368941,31.844984224339132
50,52,4.4096225797940516,-8.3631655152045123
51,52,-8.7792586114347113,13.840736797788644
52,52,22.909634522999067,-44.887277763568633
53,52,-7.0889853512930197,12.554427011425695
54,52,1.5803664633186796,-3.2916766817355483
55,52,-6.3369991779778232,13.042294511161739
56,52,2.6793627630365657,-4.191261688524623
48,53,2.5977279120060519,-6.8522439300458782
49,53,4.4096225797940516,-8.3631655152045123
50,53,-13.314880865853578,29.657849646308222
51,53,-4.2034012646460273,10.194049964677935
52,53,-7.088985351293041,12.554427011425693
53,53,19.863244861872218,-42.812337772237221
54,53,1.6056733464324224,-3.3418061494555054
55,53,2.6793627629472092,-4.1912616860896312
56,53,-6.5483639865021894,13.154489002280581
51,54,-5.694368083692904,12.585342617676796
52,54,1.5803664633186869,-3.2916766817355487
53,54,1.6056733464324164,-3.3418061494554929
54,54,9.2450029846523929,-20.494101629032109
55,54,-2.2730939197746092,5.1189416038966664
56,54,-2.7815726970605321,5.5719834335071994
57,54,-3.5506348975609558,7.908759905682194
58,54,0.69272744320161395,-1.827265048012235
59,54,1.175899354611748,-2.2301774707212032
51,55,1.5803664632656094,-3.2916766832619562
52,55,-6.3369991779778214,13.042294511161739
53,55,2.6793627629472154,-4.1912616860896295
54,55,-2.2730939197746118,5.1189416038966673
55,55,10.289118657415255,-21.237145173744665
56,55,-4.5990673308643863,7.0043441668675079
57,55,0.69272744320161395,-1.827265048012235
58,55,-3.9521194740897179,8.1948520964023306
59,55,1.919704576379569,-2.8130827758635681
51,56,1.6056733486563664,-3.3418061506652652
52,56,2.6793627630365573,-4.1912616885246265
53,56,-6.5483639865021903,13.154489002280579
54,56,-2.7815726970605295,5.5719834335071949
55,56,-4.5990673308643881,7.0043441668675062
56,56,10.967733403750822,-21.646483810409364
57,56,1.175899354611748,-2.2301774707212032
58,56,1.919704576379569,-2.8130827758635681
59,56,-4.4193694267650496,8.4919957931571002
54,57,-3.5506348975609558,7.908759905682194
55,57,0.69272744320161395,-1.827265048012235
56,57,1.175899354611748,-2.2301774707212032
57,57,1153731.6311554327,-27.1069950432111
58,57,-7.6381894101807184,7.3585606100808807
59,57,-6.0170269045861513,7.3667331883828613
60,57,-6.0264128546796139,11.579994263396046
61,57,2.617778967790322,-3.8360219670866842
62,57,1.6034991199251101,-3.041151096438004
63,57,-15.387441013759672,7.6182435117948586
64,57,4.3276829991887817,-1.6952737622649421
65,57,3.2376284300492939,-2.0954047866116938
125,57,-1153706.6666666667,0
54,58,0.69272744320161395,-1.827265048012235
55,58,-3.9521194740897179,8.1948520964023306
56,58,1.919704576379569,-2.8130827758635681
57,58,-7.6381894101807184,7.3585606100808807
58,58,1153732.1283232726,-26.484194971712036
59,58,-7.1920159072069163,7.0000814115454233
60,58,2.617778967790322,-3.8360219670866842
61,58,-5.3892538283041604,11.174798313275904
62,58,0.94462833163856397,-2.4917250654712282
63,58,4.3276829991887817,-1.6952737622649421
64,58,-16.120283303473538,7.1145472042984998
65,58,4.3276829991887817,-1.695273762264941
126,58,-1153706.6666666667,0
54,59,1.175899354611748,-2.2301774707212032
55,59,1.919704576379569,-2.8130827758635681
56,59,-4.4193694267650496,8.4919957931571002
57,59,-6.0170269045861513,7.3667331883828613
58,59,-7.1920159072069163,7.0000814115454233
59,59,1153731.3152519676,-26.894909253191472
60,59,1.6034991199251101,-3.041151096438004
61,59,0.94462833163856397,-2.4917250654712282
62,59,-4.8417748603103918,10.784672598657536
63,59,3.2376284300492939,-2.0954047866116938
64,59,4.3276829991887817,-1.695273762264941
65,59,-15.387441013759672,7.6182435117948568
127,59,-1153706.6666666667,0
57,60,-6.0264128546796139,11.579994263396046
58,60,2.617778967790322,-3.8360219670866842
59,60,1.6034991199251101,-3.041151096438004
60,60,1153712.6930795214,-11.579993904018878
61,60,-2.617778967790322,3.836021857012442
62,60,-1.6034991199251101,3.041151026466141
128,60,-1153706.6666666667,0
57,61,2.617778967790322,-3.8360219670866842
58,61,-5.3892538283041604,11.174798313275904
59,61,0.94462833163856397,-2.4917250654712282
60,61,-2.617778967790322,3.836021857012442
61,61,1153712.055920495,-11.174797972189362
62,61,-0.94462833163856397,2.4917250235181538
129,61,-1153706.6666666667,0
57,62,1.6034991199251101,-3.041151096438004
58,62,0.94462833163856397,-2.4917250654712282
59,62,-4.8417748603103918,10.784672598657536
60,62,-1.6034991199251101,3.041151026466141
61,62,-0.94462833163856397,2.4917250235181538
62,62,1153711.5084415271,-10.784672274359435
130,62,-1153706.6666666667,0
57,63,-15.387441013759672,7.6182435117948586
58,63,4.3276829991887817,-1.6952737622649421
59,63,3.2376284300492939,-2.0954047866116938
63,63,22.714793877454962,-11.245973682452979
64,63,-6.3884844273738519,2.5025469823911415
65,63,-4.7793562538822343,3.0932165897601456
66,63,-7.3273528636949816,3.6277358624447134
67,63,2.060801428185167,-0.80727322012614444
68,63,1.5417278238330261,-0.99781180314841145
57,64,4.3276829991887817,-1.6952737622649421
58,64,-16.120283303473538,7.1145472042984998
59,64,4.3276829991887817,-1.695273762264941
63,64,-6.3884844273738537,2.5025469823911424
64,64,23.796608686080177,-10.502421990434549
65,64,-6.3884844273738448,2.5025469823911397
66,64,2.0608014281851661,-0.80727322012614422
67,64,-7.6763253826063513,3.3878804779226357
68,64,2.0608014281851701,-0.80727322012614433
57,65,3.2376284300492939,-2.0954047866116938
58,65,4.3276829991887817,-1.695273762264941
59,65,-15.387441013759672,7.6182435117948568
63,65,-4.7793562538822325,3.0932165897601434
64,65,-6.388484427373851,2.5025469823911406
65,65,22.714793877454952,-11.245973682452977
66,65,1.541727823833027,-0.99781180314841234
67,65,2.0608014281851679,-0.80727322012614378
68,65,-7.327352863694987,3.6277358624447138
63,66,-7.3273528636949816,3.6277358624447134
64,66,2.060801428185167,-0.80727322012614455
65,66,1.5417278238330259,-0.99781180314841122
66,66,16.378788754142001,-8.1090485982365941
67,66,-4.6064973100608739,1.8044930802820185
68,66,-3.4462151356266864,2.2304028540964875
69,66,-9.0514358904468661,4.4813197128205049
70,66,2.545695881875754,-0.99721986015584796
71,66,1.904487311793704,-1.2325910509480551
63,67,2.0608014281851661,-0.80727322012614433
64,67,-7.6763253826063504,3.3878804779226352
65,67,2.0608014281851705,-0.80727322012614433
66,67,-4.6064973100608739,1.8044930802820187
67,67,17.158844972885046,-7.5729012681284242
68,67,-4.6064973100608722,1.8044930802820187
69,67,2.545695881875754,-0.99721986015584796
70,67,-9.4825195902785495,4.1850277672344109
71,67,2.545695881875754,-0.99721986015584796
63,68,1.5417278238330268,-0.99781180314841245
64,68,2.0608014281851674,-0.80727322012614378
65,68,-7.327352863694987,3.6277358624447138
66,68,-3.4462151356266864,2.2304028540964871
67,68,-4.6064973100608739,1.8044930802820189
68,68,16.378788754142001,-8.1090485982365941
69,68,1.904487311793704,-1.2325910509480551
70,68,2.545695881875754,-0.99721986015584796
71,68,-9.0514358904468661,4.4813197128205049
66,69,-9.0514358904468661,4.4813197128205049
67,69,2.545695881875754,-0.99721986015584796
68,69,1.904487311793704,-1.2325910509480551
69,69,9.0514358904473227,-4.4813118177616467
70,69,-2.5456958818755959,0.99721986015593256
71,69,-1.9044873117935515,1.2325910509481197
66,70,2.545695881875754,-0.99721986015584796
67,70,-9.4825195902785495,4.1850277672344109
68,70,2.545695881875754,-0.99721986015584796
69,70,-2.545695881875591,0.99721986015592923
70,70,9.4825195902790096,-4.1850198721755651
71,70,-2.5456958818755915,0.99721986015593211
66,71,1.904487311793704,-1.2325910509480551
67,71,2.545695881875754,-0.99721986015584796
68,71,-9.0514358904468661,4.4813197128205049
69,71,-1.9044873117935524,1.2325910509481204
70,71,-2.5456958818755933,0.99721986015593034
71,71,9.0514358904473227,-4.4813118177616458
72,72,33.562412334157898,-67.679660451430379
73,72,-5.4518549425997174,14.380813168261854
74,72,-10.848348967355966,18.800868987908693
75,72,-9.6835497206207837,21.569345197315073
76,72,1.889256663277129,-4.9834501309424573
77,72,3.2069982398502201,-6.082302192876007
78,72,-10.651904692682864,23.72627971704658
79,72,2.0781823296048438,-5.4817951440367043
80,72,3.527698063835242,-6.6905324121636101
81,72,-4.7581304763762775,4.8236389487708227
122,72,-8.4688274444779701,17.560397349433565
123,72,1.4844159497177449,-3.9155679600262179
124,72,4.113652663670508,-6.0280345197076466
72,73,-5.4518549425997174,14.380813168261854
73,73,30.243369430793809,-63.881495038837947
74,73,-13.514455996030238,20.89024383513966
75,73,1.889256663277129,-4.9834501309424573
76,73,-10.778507656608321,22.349596626551808
77,73,5.2355579355806441,-7.6720439341733666
78,73,2.0781823296048438,-5.4817951440367043
79,73,-11.856358422269157,24.584556289206994
80,73,5.7591137291387087,-8.439248327590704
122,73,1.4844159497177449,-3.9155679600262179
123,73,-7.6085033519163332,16.947342655033271
124,73,2.5197843313108859,-4.7789517229740062
72,74,-10.848348967355966,18.800868987908693
73,74,-13.514455996030238,20.89024383513966
74,74,34.781011332722343,-66.833109177006506
75,74,3.2069982398502201,-6.082302192876007
76,74,5.2355579355806441,-7.6720439341733666
77,74,-12.052825709359228,23.159988526792091
78,74,3.527698063835242,-6.6905324121636101
79,74,5.7591137291387087,-8.439248327590704
80,74,-13.258108280295152,25.475987379471302
122,74,4.113652663670508,-6.0280345197076466
123,74,2.5197843313108859,-4.7789517229740062
124,74,-9.4700773430679668,18.197133842479506
72,75,-9.6835497206207837,21.569345197315073
73,75,1.889256663277129,-4.9834501309424573
74,75,3.2069982398502201,-6.082302192876007
75,75,22.99843058647436,-51.227194563547663
76,75,-4.4869845752831798,11.835694024756137
77,75,-7.6166208196442717,14.445467647650274
84,75,-13.314880865853578,29.657849646308222
85,75,2.5977279120060519,-6.8522439300458782
86,75,4.4096225797940516,-8.3631655152045123
72,76,1.889256663277129,-4.9834501309424573
73,76,-10.778507656608321,22.349596626551808
74,76,5.2355579355806441,-7.6720439341733666
75,76,-4.4869845752831798,11.835694024756137
76,76,25.598955684444761,-53.080291693485798
77,76,-12.434450097004028,18.221104248597634
84,76,2.5977279120060519,-6.8522439300458782
85,76,-14.820448027836438,30.730695361508729
86,76,7.1988921614233874,-10.549060409488382
72,77,3.2069982398502201,-6.082302192876007
73,77,5.2355579355806441,-7.6720439341733666
74,77,-12.052825709359228,23.159988526792091
75,77,-7.6166208196442717,14.445467647650274
76,77,-12.434450097004028,18.221104248597634
77,77,36.844050064378102,-63.336712208659037
83,77,-8.2185890046499335,8.3317399036756665
84,77,4.4096225797940516,-8.3631655152045123
85,77,7.1988921614233874,-10.549060409488382
86,77,-16.572635350368941,31.844984224339132
72,78,-10.651904692682864,23.72627971704658
73,78,2.0781823296048438,-5.4817951440367043
74,78,3.527698063835242,-6.6905324121636101
78,78,1153717.3185713596,-23.726277299551192
79,78,-2.0781823296048376,5.48179483129561
80,78,-3.5276980638352731,6.6905318905551328
101,78,-1153706.6666666667,0
72,79,2.0781823296048438,-5.4817951440367043
73,79,-11.856358422269157,24.584556289206994
74,79,5.7591137291387087,-8.439248327590704
78,79,-2.0781823296048589,5.4817948312956037
