bus_id,phase,scenario,v_re_pu,v_im_pu
61s,b,h001,-0.545021076926961,-0.87206935927622797
61s,c,h001,-0.46967250215746498,0.89131027915715799
62,a,h001,0.98813748990071304,-0.060721809624337798
62,b,h001,-0.54408066521090503,-0.87131839479173701
62,c,h001,-0.468525631798137,0.88960261844682198
64,a,h001,0.98720682725701503,-0.060099642794151503
64,b,h001,-0.542022964775559,-0.86935374653026698
64,c,h001,-0.46644763357135799,0.88715115323849103
65,a,h001,0.98650109529505103,-0.060225582942541697
65,b,h001,-0.54120907378332095,-0.86946032391994199
65,c,h001,-0.46496151478048597,0.88454681103931199
67,a,h001,1.03885293594703,-0.068476497880063894
67,b,h001,-0.55073490156039595,-0.87506980729254902
67,c,h001,-0.48161707844273799,0.91935086521422205
69,a,h001,1.0355198933221399,-0.069368395201604593
7,a,h001,1.0240141125400199,-0.020039710145447601
7,b,h001,-0.52969514697798503,-0.89700717547770603
7,c,h001,-0.50576177752398899,0.89864037182749001
71,a,h001,1.0335439083704001,-0.069896456791482695
72,a,h001,1.039165851875,-0.070256327933482896
72,b,h001,-0.55184328920467796,-0.87334759605175105
72,c,h001,-0.47964093624253701,0.92017902180802802
73,c,h001,-0.478001476741793,0.91861171717674295
75,c,h001,-0.47581640263997999,0.91652148831666502
76,a,h001,1.0390221442248999,-0.071418849513951596
76,b,h001,-0.55308868552208701,-0.871965986573494
76,c,h001,-0.47912349783688402,0.921173588217582
78,a,h001,1.0403966044715001,-0.073024834071838907
78,b,h001,-0.55534792714023296,-0.87238659009247499
78,c,h001,-0.47807562321680103,0.92291090996591796
8,a,h001,1.01792727761576,-0.025519680516295998
8,b,h001,-0.53169565640884997,-0.89446025136532004
8,c,h001,-0.50122697072961198,0.896854420107707
81,a,h001,1.0444948805547301,-0.075782263444104103
81,b,h001,-0.55889722879141301,-0.87483456465932796
81,c,h001,-0.47537378428917498,0.92594504478737205
83,a,h001,1.0464718628430101,-0.076975524671737697
83,b,h001,-0.56104784773023098,-0.87627907546914596
83,c,h001,-0.47490322822802,0.92799190779145202
85,c,h001,-0.472510107218508,0.92317375849168704
87,a,h001,1.0375613137201201,-0.0722477691740184
87,b,h001,-0.55562068801918396,-0.867382612528108
87,c,h001,-0.47924611478865797,0.92335980821733898
97,a,h001,1.0378029745409001,-0.069351782525223199
97,b,h001,-0.55080279715408798,-0.874434982935265
97,c,h001,-0.48097988618272902,0.91886024221884799
