bus_id,super_node,kept
171,101,0
172,114,0
173,114,0
174,145,0
175,145,0
176,145,0
177,114,0
178,101,0
179,101,0
180,101,0
181,114,0
182,114,0
183,145,0
184,145,0
185,145,0
186,114,0
187,101,0
188,101,0
189,114,0
190,114,0
191,145,0
192,145,0
193,145,0
194,145,0
195,114,0
196,101,0
197,101,0
198,101,0
199,114,0
200,114,0
201,145,0
202,145,0
203,145,0
204,145,0
205,114,0
206,101,0
207,101,0
208,101,0
209,101,0
210,114,0
211,114,0
212,145,0
213,145,0
214,145,0
215,215,1
216,101,0
217,101,0
218,101,0
219,114,0
220,114,0
221,145,0
222,145,0
223,145,0
224,215,0
225,101,0
226,101,0
227,101,0
228,114,0
229,145,0
230,145,0
231,145,0
232,215,0
233,101,0
234,101,0
235,101,0
236,114,0
237,145,0
238,145,0
239,145,0
240,215,0
241,101,0
242,101,0
243,114,0
244,145,0
245,145,0
246,145,0
247,215,0
248,101,0
249,101,0
250,101,0
251,114,0
252,145,0
253,145,0
254,145,0
255,215,0
256,215,0
257,101,0
258,114,0
259,145,0
260,145,0
261,145,0
262,215,0
263,215,0
264,101,0
265,114,0
266,145,0
267,145,0
268,145,0
269,145,0
270,215,0
271,215,0
272,215,0
273,114,0
274,145,0
275,145,0
276,145,0
277,145,0
278,215,0
279,215,0
280,280,1
281,114,0
282,145,0
283,145,0
284,145,0
285,215,0
286,215,0
287,280,0
288,280,0
289,114,0
290,145,0
291,145,0
292,145,0
293,145,0
294,215,0
295,215,0
296,280,0
297,280,0
298,145,0
299,145,0
300,145,0
301,215,0
302,215,0
303,280,0
304,280,0
305,145,0
306,145,0
307,145,0
308,215,0
309,215,0
310,280,0
311,280,0
312,145,0
313,145,0
314,145,0
315,215,0
316,215,0
317,280,0
318,280,0
319,280,0
320,145,0
321,145,0
322,215,0
323,215,0
324,280,0
325,280,0
326,280,0
327,145,0
328,215,0
329,215,0
330,280,0
331,280,0
332,280,0
333,280,0
334,215,0
335,215,0
336,280,0
337,280,0
338,280,0
339,280,0
340,340,1
341,215,0
342,215,0
343,280,0
344,280,0
345,280,0
346,280,0
347,340,0
348,215,0
349,280,0
350,280,0
351,280,0
352,280,0
353,340,0
354,215,0
355,280,0
356,280,0
357,280,0
358,340,0
359,215,0
360,280,0
361,280,0
362,280,0
363,340,0
364,215,0
365,280,0
366,280,0
367,280,0
368,340,0
369,215,0
370,280,0
371,280,0
372,280,0
373,340,0
374,215,0
375,280,0
376,280,0
377,280,0
378,340,0
379,340,0
380,215,0
381,280,0
382,280,0
383,280,0
384,384,1
385,340,0
386,340,0
387,215,0
388,280,0
389,280,0
390,280,0
391,384,0
392,340,0
393,340,0
394,280,0
395,280,0
396,384,0
397,384,0
398,340,0
399,340,0
400,280,0
401,280,0
402,384,0
403,384,0
404,340,0
405,340,0
406,280,0
407,280,0
408,384,0
409,384,0
410,384,0
411,340,0
412,340,0
413,280,0
414,384,0
415,384,0
416,384,0
417,340,0
418,340,0
419,280,0
420,384,0
421,384,0
422,384,0
423,340,0
424,340,0
425,425,1
426,280,0
427,384,0
428,384,0
429,384,0
430,340,0
431,340,0
432,425,0
433,425,0
434,384,0
435,384,0
436,384,0
437,340,0
438,340,0
439,425,0
440,425,0
441,384,0
442,384,0
443,384,0
444,340,0
445,340,0
446,425,0
447,425,0
448,384,0
449,384,0
450,384,0
451,340,0
452,340,0
453,425,0
454,425,0
455,384,0
456,384,0
457,384,0
458,340,0
459,340,0
460,425,0
461,425,0
462,425,0
463,384,0
464,384,0
465,384,0
466,340,0
467,425,0
468,425,0
469,425,0
470,425,0
471,384,0
472,384,0
473,384,0
474,340,0
475,425,0
476,425,0
477,425,0
478,384,0
479,384,0
480,384,0
481,340,0
482,425,0
483,425,0
484,425,0
485,425,0
486,384,0
487,384,0
488,384,0
489,340,0
490,425,0
491,425,0
492,425,0
493,425,0
494,425,0
495,384,0
496,384,0
497,384,0
498,340,0
499,425,0
500,425,0
501,425,0
502,425,0
503,425,0
504,384,0
505,384,0
506,384,0
507,340,0
508,425,0
509,425,0
510,425,0
511,425,0
512,384,0
513,384,0
514,384,0
515,384,0
516,425,0
517,425,0
518,425,0
519,425,0
520,425,0
521,384,0
522,384,0
523,384,0
524,384,0
525,425,0
526,425,0
527,425,0
528,425,0
529,425,0
530,384,0
531,384,0
532,384,0
533,425,0
534,425,0
535,425,0
536,425,0
537,425,0
538,384,0
539,384,0
540,384,0
541,384,0
542,425,0
543,425,0
544,425,0
545,425,0
546,425,0
547,384,0
548,384,0
549,384,0
550,550,1
551,425,0
552,425,0
553,425,0
554,425,0
555,425,0
556,384,0
557,384,0
558,384,0
559,550,0
560,550,0
561,425,0
562,425,0
563,425,0
564,425,0
565,384,0
566,384,0
567,550,0
568,550,0
569,550,0
570,425,0
571,425,0
572,384,0
573,550,0
574,550,0
575,550,0
576,425,0
577,425,0
578,578,1
579,550,0
580,550,0
581,550,0
582,550,0
583,425,0
584,425,0
585,578,0
586,578,0
587,550,0
588,550,0
589,550,0
590,550,0
591,425,0
592,425,0
593,578,0
594,578,0
595,550,0
596,550,0
597,550,0
598,550,0
599,425,0
600,425,0
601,578,0
602,578,0
603,578,0
604,550,0
605,550,0
606,550,0
607,550,0
608,550,0
609,550,0
610,550,0
611,425,0
612,425,0
613,578,0
614,578,0
615,578,0
616,550,0
617,550,0
618,550,0
619,550,0
620,550,0
621,550,0
622,425,0
623,623,1
624,578,0
625,578,0
626,550,0
627,550,0
628,550,0
629,425,0
630,623,0
631,578,0
632,578,0
633,550,0
634,550,0
635,550,0
636,623,0
637,578,0
638,578,0
639,550,0
640,550,0
641,550,0
642,623,0
643,578,0
644,578,0
645,550,0
646,550,0
647,623,0
648,578,0
649,578,0
650,550,0
651,550,0
652,623,0
653,578,0
654,578,0
655,550,0
656,550,0
657,550,0
658,623,0
659,578,0
660,578,0
661,550,0
662,550,0
663,550,0
664,623,0
665,578,0
666,666,1
667,550,0
668,550,0
669,550,0
670,623,0
671,578,0
672,666,0
673,666,0
674,550,0
675,550,0
676,550,0
677,623,0
678,578,0
679,666,0
680,666,0
681,550,0
682,550,0
683,623,0
684,578,0
685,666,0
686,666,0
687,623,0
688,578,0
689,666,0
690,666,0
691,666,0
692,623,0
693,666,0
694,666,0
695,666,0
696,666,0
697,666,0
698,623,0
699,666,0
700,666,0
701,666,0
702,666,0
703,666,0
704,623,0
705,666,0
706,666,0
707,707,1
708,666,0
709,623,0
710,666,0
711,666,0
712,707,0
713,707,0
714,666,0
715,623,0
716,666,0
717,666,0
718,707,0
719,707,0
720,666,0
721,623,0
722,666,0
723,666,0
724,707,0
725,707,0
726,707,0
727,666,0
728,623,0
729,666,0
730,666,0
731,707,0
732,707,0
733,707,0
734,666,0
735,623,0
736,666,0
737,666,0
738,707,0
739,707,0
740,707,0
741,666,0
742,623,0
743,666,0
744,666,0
745,707,0
746,707,0
747,707,0
748,707,0
749,666,0
750,623,0
751,666,0
752,666,0
753,707,0
754,707,0
755,707,0
756,707,0
757,707,0
758,666,0
759,623,0
760,666,0
761,666,0
762,707,0
763,707,0
764,707,0
765,707,0
766,666,0
767,623,0
768,666,0
769,666,0
770,707,0
771,707,0
772,707,0
773,707,0
774,707,0
775,666,0
776,623,0
777,666,0
778,666,0
779,707,0
780,707,0
781,707,0
782,707,0
783,707,0
784,666,0
785,623,0
786,786,1
787,787,1
788,707,0
789,707,0
790,707,0
791,666,0
792,786,0
793,786,0
794,787,0
795,707,0
796,707,0
797,707,0
798,666,0
799,786,0
800,786,0
801,787,0
802,787,0
803,707,0
804,707,0
805,707,0
806,666,0
807,786,0
808,786,0
809,787,0
810,787,0
811,787,0
812,707,0
813,707,0
814,707,0
815,666,0
816,786,0
817,786,0
818,787,0
819,787,0
820,787,0
821,707,0
822,707,0
823,666,0
824,786,0
825,787,0
826,787,0
827,787,0
828,707,0
829,707,0
830,666,0
831,786,0
832,787,0
833,787,0
834,787,0
835,707,0
836,707,0
837,786,0
838,787,0
839,787,0
840,787,0
841,707,0
842,786,0
843,787,0
844,787,0
845,787,0
846,787,0
847,707,0
848,786,0
849,787,0
850,787,0
851,787,0
852,787,0
853,707,0
854,786,0
855,787,0
856,787,0
857,787,0
858,787,0
859,707,0
860,786,0
861,786,0
862,787,0
863,787,0
864,787,0
865,787,0
866,707,0
867,787,0
868,787,0
869,787,0
870,787,0
871,871,1
872,787,0
873,787,0
874,787,0
875,787,0
876,787,0
877,871,0
878,787,0
879,787,0
880,787,0
881,787,0
882,787,0
883,871,0
884,787,0
885,787,0
886,787,0
887,871,0
888,787,0
889,787,0
890,787,0
891,871,0
892,787,0
893,787,0
894,787,0
895,871,0
896,871,0
897,787,0
898,787,0
899,787,0
900,871,0
901,787,0
902,787,0
903,787,0
904,787,0
905,787,0
906,787,0
