bus_id,super_node,kept
251,211,0
252,212,0
253,253,1
254,239,0
255,247,0
256,247,0
257,188,0
258,211,0
259,212,0
26,15,0
260,253,0
261,239,0
262,247,0
263,263,1
264,188,0
265,211,0
266,212,0
267,253,0
268,239,0
269,239,0
27,25,0
270,247,0
271,271,1
272,263,0
273,211,0
274,212,0
275,253,0
276,239,0
277,239,0
278,247,0
279,271,0
28,28,1
280,280,1
281,211,0
282,212,0
283,253,0
284,239,0
285,247,0
286,271,0
287,280,0
288,280,0
289,211,0
29,29,1
290,212,0
291,253,0
292,253,0
293,239,0
294,247,0
295,271,0
296,280,0
297,280,0
298,253,0
299,253,0
3,1,0
30,25,0
300,239,0
301,247,0
302,271,0
303,280,0
304,304,1
305,253,0
306,253,0
307,239,0
308,247,0
309,271,0
31,25,0
310,310,1
311,304,0
312,253,0
313,253,0
314,239,0
315,247,0
316,271,0
317,310,0
318,310,0
319,304,0
32,32,1
320,253,0
321,253,0
322,247,0
323,271,0
324,310,0
325,325,1
326,304,0
327,253,0
328,328,1
329,271,0
33,29,0
330,310,0
331,325,0
332,332,1
333,304,0
334,328,0
335,271,0
336,336,1
337,325,0
338,332,0
339,332,0
34,25,0
340,304,0
341,328,0
342,271,0
343,336,0
344,336,0
345,332,0
346,332,0
347,304,0
348,328,0
349,336,0
35,25,0
350,336,0
351,351,1
352,352,1
353,304,0
354,328,0
355,336,0
356,351,0
357,352,0
358,304,0
359,328,0
36,32,0
360,336,0
361,351,0
362,352,0
363,304,0
364,328,0
365,336,0
366,351,0
367,352,0
368,304,0
369,328,0
37,37,1
370,336,0
371,351,0
372,352,0
373,373,1
374,328,0
375,336,0
376,351,0
377,352,0
378,373,0
379,379,1
38,29,0
380,328,0
381,336,0
382,351,0
383,352,0
384,373,0
385,379,0
386,379,0
387,328,0
388,336,0
389,351,0
39,25,0
390,352,0
391,391,1
392,379,0
393,379,0
394,351,0
395,352,0
396,396,1
397,391,0
398,379,0
399,379,0
4,1,0
40,32,0
400,351,0
401,352,0
402,396,0
403,403,1
404,379,0
405,379,0
406,351,0
407,352,0
408,396,0
409,403,0
41,32,0
410,403,0
411,379,0
412,379,0
413,413,1
414,396,0
415,415,1
416,403,0
417,379,0
418,379,0
419,413,0
42,42,1
420,396,0
421,415,0
422,403,0
423,379,0
424,379,0
425,413,0
426,413,0
427,396,0
428,415,0
429,403,0
43,37,0
430,379,0
431,379,0
432,413,0
433,413,0
434,396,0
435,415,0
436,403,0
437,437,1
438,379,0
439,439,1
44,29,0
440,413,0
441,396,0
442,415,0
443,403,0
444,437,0
445,379,0
446,439,0
447,439,0
448,396,0
449,415,0
45,25,0
450,403,0
451,437,0
452,452,1
453,453,1
454,439,0
455,396,0
456,415,0
457,403,0
458,437,0
459,452,0
46,32,0
460,453,0
461,453,0
462,453,0
463,396,0
464,415,0
465,403,0
466,452,0
467,453,0
468,453,0
469,453,0
47,32,0
470,453,0
471,471,1
472,415,0
473,403,0
474,452,0
475,475,1
476,453,0
477,453,0
478,471,0
479,415,0
48,48,1
480,480,1
481,452,0
482,475,0
483,475,0
484,475,0
485,453,0
486,471,0
487,487,1
488,480,0
489,452,0
49,37,0
490,475,0
491,475,0
492,475,0
493,475,0
494,453,0
495,471,0
496,487,0
497,480,0
498,452,0
499,475,0
5,1,0
50,29,0
500,475,0
501,475,0
502,475,0
503,453,0
504,471,0
505,505,1
506,480,0
507,452,0
508,508,1
509,475,0
51,25,0
510,475,0
511,453,0
512,471,0
513,505,0
514,505,0
515,480,0
516,508,0
517,508,0
518,508,0
519,475,0
52,32,0
520,453,0
521,471,0
522,505,0
523,505,0
524,480,0
525,508,0
526,508,0
527,527,1
528,475,0
529,453,0
53,48,0
530,471,0
531,505,0
532,480,0
533,508,0
534,508,0
535,527,0
536,475,0
537,453,0
538,471,0
539,471,0
54,48,0
540,505,0
541,480,0
542,508,0
543,508,0
544,527,0
545,475,0
546,546,1
547,471,0
548,505,0
549,480,0
55,37,0
550,508,0
551,508,0
552,527,0
553,527,0
554,475,0
555,546,0
556,471,0
557,505,0
558,480,0
559,559,1
56,29,0
560,508,0
561,527,0
562,527,0
563,475,0
564,546,0
565,505,0
566,480,0
567,559,0
568,559,0
569,559,0
57,25,0
570,527,0
571,546,0
572,505,0
573,573,1
574,559,0
575,559,0
576,527,0
577,546,0
578,578,1
579,573,0
58,32,0
580,573,0
581,573,0
582,559,0
583,527,0
584,546,0
585,578,0
586,578,0
587,573,0
588,573,0
589,573,0
59,59,1
590,559,0
591,527,0
592,546,0
593,578,0
594,578,0
595,573,0
596,573,0
597,573,0
598,559,0
599,527,0
6,1,0
60,48,0
600,546,0
601,578,0
602,578,0
603,578,0
604,573,0
605,573,0
606,573,0
607,573,0
608,573,0
609,573,0
61,37,0
610,559,0
611,527,0
612,546,0
613,578,0
614,578,0
615,615,1
616,616,1
617,573,0
618,573,0
619,573,0
62,29,0
620,573,0
621,559,0
622,546,0
623,578,0
624,615,0
625,615,0
626,616,0
627,573,0
628,559,0
629,546,0
63,25,0
630,578,0
631,631,1
632,615,0
633,616,0
634,573,0
635,635,1
636,578,0
637,631,0
638,615,0
639,616,0
64,32,0
640,573,0
641,635,0
642,578,0
643,631,0
644,615,0
645,573,0
646,635,0
647,578,0
648,631,0
649,615,0
65,59,0
650,573,0
651,635,0
652,652,1
653,631,0
654,615,0
655,655,1
656,635,0
657,635,0
658,652,0
659,631,0
66,59,0
660,615,0
661,655,0
662,635,0
663,635,0
664,652,0
665,631,0
666,666,1
667,655,0
668,635,0
669,635,0
67,48,0
670,652,0
671,631,0
672,666,0
673,666,0
674,655,0
675,635,0
676,635,0
677,652,0
678,631,0
679,666,0
68,37,0
680,666,0
681,655,0
682,635,0
683,652,0
684,631,0
685,666,0
686,686,1
687,652,0
688,631,0
689,666,0
69,29,0
690,686,0
691,691,1
692,652,0
693,666,0
694,686,0
695,686,0
696,691,0
697,691,0
698,652,0
699,666,0
7,7,1
70,25,0
700,686,0
701,686,0
702,691,0
703,703,1
704,652,0
705,705,1
706,686,0
707,707,1
708,703,0
709,652,0
71,32,0
710,705,0
711,686,0
712,707,0
713,707,0
714,703,0
715,715,1
716,705,0
717,686,0
718,718,1
719,707,0
72,72,1
720,703,0
721,715,0
722,705,0
723,686,0
724,718,0
725,718,0
726,707,0
727,703,0
728,715,0
729,705,0
73,59,0
730,686,0
731,718,0
732,732,1
733,707,0
734,703,0
735,715,0
736,736,1
737,686,0
738,718,0
739,732,0
74,59,0
740,707,0
741,703,0
742,715,0
743,736,0
744,686,0
745,745,1
746,732,0
747,732,0
748,707,0
749,703,0
75,48,0
750,715,0
751,736,0
752,752,1
753,745,0
754,754,1
755,732,0
756,732,0
757,707,0
758,703,0
759,715,0
76,37,0
760,736,0
761,752,0
762,745,0
763,754,0
764,732,0
765,707,0
766,703,0
767,715,0
768,736,0
769,752,0
77,29,0
770,745,0
771,754,0
772,754,0
773,732,0
774,774,1
775,703,0
776,715,0
777,736,0
778,752,0
779,745,0
78,32,0
780,754,0
781,754,0
782,732,0
783,774,0
784,784,1
785,715,0
786,736,0
787,745,0
788,754,0
789,732,0
79,72,0
790,774,0
791,784,0
792,736,0
793,736,0
794,794,1
795,754,0
796,732,0
797,774,0
798,784,0
799,736,0
8,7,0
80,48,0
800,736,0
801,794,0
802,794,0
803,754,0
804,732,0
805,774,0
806,784,0
807,736,0
808,736,0
809,809,1
81,37,0
810,794,0
811,794,0
812,754,0
813,732,0
814,774,0
815,784,0
816,816,1
817,736,0
818,809,0
819,819,1
82,29,0
820,794,0
821,754,0
822,774,0
823,784,0
824,816,0
825,809,0
826,819,0
827,819,0
828,754,0
829,774,0
83,32,0
830,784,0
831,816,0
832,809,0
833,819,0
834,819,0
835,754,0
836,774,0
837,816,0
838,809,0
839,819,0
84,72,0
840,819,0
841,774,0
842,816,0
843,809,0
844,819,0
845,819,0
846,819,0
847,774,0
848,816,0
849,809,0
85,48,0
850,819,0
851,819,0
852,819,0
853,853,1
854,816,0
855,809,0
856,856,1
857,819,0
858,819,0
859,853,0
86,37,0
860,816,0
861,816,0
862,809,0
863,856,0
864,819,0
865,819,0
866,853,0
867,809,0
868,856,0
869,819,0
87,29,0
870,819,0
871,853,0
872,809,0
873,856,0
874,856,0
875,819,0
876,819,0
877,853,0
878,878,1
879,856,0
88,88,1
880,856,0
881,819,0
882,819,0
883,853,0
884,878,0
885,856,0
886,856,0
887,853,0
888,878,0
889,878,0
89,48,0
890,856,0
891,853,0
892,878,0
893,878,0
894,856,0
895,853,0
896,853,0
897,878,0
898,878,0
899,856,0
9,7,0
90,37,0
900,853,0
901,878,0
902,878,0
903,878,0
904,878,0
905,878,0
906,878,0
91,91,1
92,88,0
93,37,0
94,91,0
95,88,0
96,96,1
97,91,0
98,88,0
99,96,0
